01.01.01.03.1.00150;SU.00055/1990;3072
01.01.01.03.1.00151;SU.00056/1990;2740
01.01.01.03.1.00152;SUS.00041/1990;2346
01.01.01.03.1.00153;SUS.00059/1990;2786
01.01.01.03.1.00154;SUS.00060/1990;3073
01.01.01.03.1.00155;SUS.00467/1988;2816
01.01.01.03.1.00156;SUS.00468/1988;2597
01.01.01.03.1.00157;SUS.00054/1989;3190
01.01.01.03.1.00158;SUS.00001/1990;3074
01.01.01.03.1.00160;SUS.00133/1989;3075
01.01.01.03.1.00162;SUS.00503/1990;3076
01.01.01.03.1.00163;SUS.00506/1990;2541
01.01.01.03.1.00164;SUS.00504/1990;3077
01.01.01.03.1.00165;SUS.00507/1990;3078
01.01.01.03.1.00166;SUS.00502/1990;null
01.01.01.03.1.00167;SUS.00510/1990;2837
01.01.01.03.1.00168;SUS.00505/1990;3058
01.01.01.03.1.00170;SUS.00508/1990;3059
01.01.01.03.1.00171;SUS.00764/1990;3060
01.01.01.03.1.00172;SUS.00509/1990;2563
01.01.01.03.1.00173;GS.00698/1987;3061
01.01.01.03.1.00174;SUS.00091/1990;2557
01.01.01.03.1.00175;SUS.00092/1990;3062
01.01.01.03.1.00176;SUS.00006/1991;3180
01.01.01.03.1.00177;SU.00115/1991;2726
01.01.01.03.1.00178;SU.00119/1991;3186
01.01.01.03.1.00179;SU.00120/1991;2614
01.01.01.03.1.00180;SU.00121/1991;2615
01.01.01.03.1.00181;SUS.00075/1991;3063
01.01.01.03.1.00182;SU.00017/2010;2284
01.01.01.03.1.00183;SU.00018/1992;2893
01.01.01.03.1.00184;SUS.00014/1992;3289
01.01.01.03.1.00185;SU.00011/1999;3064
01.01.01.03.1.00186;SUS.00043/1990;2734
01.01.01.03.1.00187;SUS.00257/1990;3065
01.01.01.03.1.00188;GS.00009/1989;null
01.01.01.03.1.00189;SUS.00750/1991;2815
01.01.01.03.1.00190;GS.00044/1992;3066
01.01.01.03.1.00191;SU.00045/1992;3067
01.01.01.03.1.00192;SUS.00258/1992;3045
01.01.01.03.1.00193;SUS.00168/1992;3286
01.01.01.03.1.00194;SU.00060/1992;3046
01.01.01.03.1.00195;SUS.00753/1991;3047
01.01.01.03.1.00196;GS.00375/1991;3181
01.01.01.03.1.00197;SU.00511/1990;3048
01.01.01.03.1.00198;SU.00451/1990;2876
01.01.01.03.1.00199;GS.00667/1992;3049
01.01.01.03.1.00200;SU.00385/1992;3050
01.01.01.03.1.00201;SU.00386/1992;3191
01.01.01.03.1.00202;SU.00001/1993;3124
01.01.01.03.1.00203;GS.00328/1993;3051
01.01.01.03.1.00204;GS.00273/1993;3052
01.01.01.03.1.00206;GS.00417/1994;3053
01.01.01.03.1.00207;GS.00539/1994;3054
01.01.01.03.1.00208;GS.00540/1994;3145
01.01.01.03.1.00210;GS.00682/1994;3056
01.01.01.03.1.00211;GS.00697/1994;3057
01.01.01.03.1.00212;GS.00893/1994;3125
01.01.01.03.1.00213;GS.00901/1994;3027
01.01.01.03.1.00214;GS.00902/1994;3028
01.01.01.03.1.00215;GS.00949/1994;3029
01.01.01.03.1.00216;GS.00048/1995;2813
01.01.01.03.1.00217;GS.00215/1995;3030
01.01.01.03.1.00218;GS.00312/1995;2553
01.01.01.03.1.00219;GS.00526/1995;3031
01.01.01.03.1.00220;GS.00559/1995;2764
01.01.01.03.1.00221;GS.00611/1995;3032
01.01.01.03.1.00222;GS.01051/1995;3033
01.01.01.03.1.00223;GS.01078/1995;3034
01.01.01.03.1.00224;GS.01079/1995;2602
01.01.01.03.1.00225;GS.01151/1995;3035
01.01.01.03.1.00226;GS.01180/1995;3036
01.01.01.03.1.00227;GS.01495/1995;3037
01.01.01.03.1.00228;GS.01249/1995;3038
01.01.01.03.1.00229;GS.01167/1995;3039
01.01.01.03.1.00230;GS.01954/1995;3040
01.01.01.03.1.00231;GS.01251/1995;3257
01.01.01.03.1.00233;GS.01582/1995;3041
01.01.01.03.1.00234;GS.01496/1995;3042
01.01.01.03.1.00235;GS.01584/1995;3043
01.01.01.03.1.00236;GS.01581/1995;581
01.01.01.03.1.00237;GS.01516/1995;3044
01.01.01.03.1.00238;GS.01583/1995;2840
01.01.01.03.1.00239;GS.01517/1995;3011
01.01.01.03.1.00241;GS.01765/1995;2550
01.01.01.03.1.00242;GS.01953/1995;3013
01.01.01.03.1.00243;GS.00076/1996;3014
01.01.01.03.1.00244;GS.00154/1996;3015
01.01.01.03.1.00245;GS.00321/1996;3016
01.01.01.03.1.00246;GS.00322/1996;3017
01.01.01.03.1.00247;GS.00545/1996;2537
01.01.01.03.1.00248;GS.00576/1996;3018
01.01.01.03.1.00250;GS.00825/1996;3020
01.01.01.03.1.00251;GS.00826/1996;2778
01.01.01.03.1.00252;GS.01813/1996;3021
01.01.01.03.1.00253;GS.01841/1996;3022
01.01.01.03.1.00255;GS.01946/1996;2888
01.01.01.03.1.00256;GS.02048/1996;3023
01.01.01.03.1.00257;GS.02211/1996;2811
01.01.01.03.1.00258;GS.02212/1996;3024
01.01.01.03.1.00259;GS.02213/1996;2798
01.01.01.03.1.00260;GS.02214/1996;3025
01.01.01.03.1.00261;GS.02354/1996;2892
01.01.01.03.1.00262;GS.00010/1997;3026
01.01.01.03.1.00263;GS.02360/1996;3166
01.01.01.03.1.00264;GS.02361/1996;2822
01.01.01.03.1.00265;GS.02362/1996;2364
01.01.01.03.1.00266;GS.02363/1996;3172
01.01.01.03.1.00267;GS.02364/1996;3008
01.01.01.03.1.00268;GS.02365/1996;2591
01.01.01.03.1.00269;GS.02366/1996;3167
01.01.01.03.1.00270;GS.02367/1996;2424
01.01.01.03.1.00271;GS.02368/1996;3009
01.01.01.03.1.00274;GS.02375/1996;3121
01.01.01.03.1.00275;GS.02376/1996;2861
01.01.01.03.1.00276;GS.02377/1996;3171
01.01.01.03.1.00277;GS.02386/1996;2735
01.01.01.03.1.00278;GS.02387/1996;null
01.01.01.03.1.00279;GS.00291/1997;3192
01.01.01.03.1.00280;SU.00412/1997;2626
01.01.01.03.1.00283;GS.01279/1997;3165
01.01.01.03.1.00284;GS.01341/1997;2995
01.01.01.03.1.00286;GS.01527/1997;2996
01.01.01.03.1.00287;GS.01556/1997;2997
01.01.01.03.1.00288;GS.01658/1997;2998
01.01.01.03.1.00289;GS.01659/1997;2999
01.01.01.03.1.00290;GS.01660/1997;3000
01.01.01.03.1.00291;GS.01661/1997;3001
01.01.01.03.1.00293;GS.01675/1997;3002
01.01.01.03.1.00294;GS.01676/1997;3003
01.01.01.03.1.00295;GS.01677/1997;2762
01.01.01.03.1.00296;GS.01678/1997;3004
01.01.01.03.1.00297;GS.01679/1997;2538
01.01.01.03.1.00298;GS.01734/1997;3005
01.01.01.03.1.00299;GS.01906/1997;3006
01.01.01.03.1.00300;GS.01907/1997;3193
01.01.01.03.1.00301;GS.01908/1997;2878
01.01.01.03.1.00302;GS.02260/1997;3007
01.01.01.03.1.00303;GS.02250/1997;2707
01.01.01.03.1.00304;GS.02251/1997;2724
01.01.01.03.1.00305;GS.02252/1997;2761
01.01.01.03.1.00306;GS.02358/1997;2982
01.01.01.03.1.00308;SU.40/BEURAWE/1998;3260
01.01.01.03.1.00310;SU.00238/2015;2677
01.01.01.03.1.00311;SU.00007/1998;2842
01.01.01.03.1.00312;SU.00008/1998;2843
01.01.01.03.1.00313;SU.00009/1998;2983
01.01.01.03.1.00314;SU.00010/1998;2984
01.01.01.03.1.00315;SU.00011/1998;2985
01.01.01.03.1.00316;SU.00012/1998;2986
01.01.01.03.1.00317;SU.00013/1998;2987
01.01.01.03.1.00318;SU.00014/1998;2988
01.01.01.03.1.00319;SU.00015/1998;2812
01.01.01.03.1.00320;SU.00016/1998;3149
01.01.01.03.1.00321;SU.00017/1998;2989
01.01.01.03.1.00322;SU.00018/1998;2990
01.01.01.03.1.00324;SU.00020/1998;2992
01.01.01.03.1.00325;SU.00021/1998;2993
01.01.01.03.1.00326;SU.00022/1998;2994
01.01.01.03.1.00327;SU.00023/1998;3146
01.01.01.03.1.00328;SU.00024/1998;2974
01.01.01.03.1.00329;SU.00025/1998;2975
01.01.01.03.1.00330;SU.00026/1998;3155
01.01.01.03.1.00331;SU.00027/1998;2976
01.01.01.03.1.00332;SU.00028/1998;2977
01.01.01.03.1.00333;SU.00029/1998;3150
01.01.01.03.1.00334;SU.00030/1998;2585
01.01.01.03.1.00335;SU.00031/1998;2978
01.01.01.03.1.00336;SU.00032/1998;3162
01.01.01.03.1.00337;SU.00033/1998;2536
01.01.01.03.1.00338;SU.00034/1998;34
01.01.01.03.1.00339;SU.00035/1998;2979
01.01.01.03.1.00341;SU.00037/1998;2980
01.01.01.03.1.00343;SU.00039/1998;2981
01.01.01.03.1.00346;SU.00042/1998;3282
01.01.01.03.1.00347;SU.00043/1998;3147
01.01.01.03.1.00349;SU.00045/1998;3151
01.01.01.03.1.00350;SU.00017/2002;187
01.01.01.03.1.00351;SU.00047/1998;134
01.01.01.03.1.00352;SU.00048/1998;2810
01.01.01.03.1.00353;SU.00049/1998;3298
01.01.01.03.1.00354;SU.00127/2013;2552
01.01.01.03.1.00355;SU.00051/1998;2965
01.01.01.03.1.00356;SU.00052/1998;2687
01.01.01.03.1.00357;SU.00053/1998;2966
01.01.01.03.1.00358;SU.00054/1998;3158
01.01.01.03.1.00359;SU.00055/1998;2967
01.01.01.03.1.00360;SU.00056/1998;2751
01.01.01.03.1.00361;SU.00057/1998;2343
01.01.01.03.1.00362;SU.00058/1998;3159
01.01.01.03.1.00363;SU.00059/1998;2968
01.01.01.03.1.00365;SU.00061/1998;2970
01.01.01.03.1.00366;SU.00062/1998;2321
01.01.01.03.1.00367;SU.00400/2020;2895
01.01.01.03.1.00369;SU.00065/1998;3297
01.01.01.03.1.00370;SU.00066/1998;3156
01.01.01.03.1.00371;SU.00067/1998;2971
01.01.01.03.1.00373;SU.00004/1998;2972
01.01.01.03.1.00374;SU.00006/1998;2973
01.01.01.03.1.00375;SU.00072/1998;3148
01.01.01.03.1.00376;SU.00069/1998;2956
01.01.01.03.1.00377;SU.00070/1998;70
01.01.01.03.1.00378;SU.00071/1999;2957
01.01.01.03.1.00381;SU.00008/1999;80
01.01.01.03.1.00382;SU.00010/1999;2959
01.01.01.03.1.00383;SU.00009/1999;2960
01.01.01.03.1.00384;SU.00013/1999;2961
01.01.01.03.1.00385;SU.00012/1999;3287
01.01.01.03.1.00386;SU.00014/1999;2752
01.01.01.03.1.00387;SU.00015/1999;3169
01.01.01.03.1.00388;SU.00016/1999;2962
01.01.01.03.1.00389;SU.00019/1999;2963
01.01.01.03.1.00391;SU.00018/1999;2964
01.01.01.03.1.00392;SU.00002/2000;93
01.01.01.03.1.00394;SU.00006/2000;97
01.01.01.03.1.00395;SU.00003/2000;94
01.01.01.03.1.00396;SU.00001/2000;3258
01.01.01.03.1.00397;SU.00004/2000;96
01.01.01.03.1.00398;SU.00005/2000;2682
01.01.01.03.1.00399;SU.00008/2000;99
01.01.01.03.1.00400;SU.00012/2000;104
01.01.01.03.1.00403;SU.00010/2000;101
01.01.01.03.1.00404;SU.00013/2000;105
01.01.01.03.1.00405;SU.00014/2000;106
01.01.01.03.1.00406;SU.00015/2000;107
01.01.01.03.1.00407;SU.00016/2000;110
01.01.01.03.1.00408;SU.00328/2018;116
01.01.01.03.1.00411;SU.00023/2000;112
01.01.01.03.1.00412;SU.00019/2000;108
01.01.01.03.1.00413;SU.00022/2000;111
01.01.01.03.1.00414;SU.00020/2000;109
01.01.01.03.1.00415;SU.00024/2000;117
01.01.01.03.1.00416;SU.00025/2000;118
01.01.01.03.1.00417;SU.00026/2000;114
01.01.01.03.1.00420;SU.00002/2001;121
01.01.01.03.1.00421;SU.00003/2001;122
