780;796;08/02/2013;;LAMGLUMPANG;Ulee Kareng;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.09.07.02262;00035/2013;BH 726930;6016/2012;Berkas No. 8736/2012 Selesai
781;797;08/02/2013;;DOY;Ulee Kareng;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.09.09.02215;00028/2013;BH 726945;4548/2012;Berkas No. 6631/2012 Selesai
782;798;08/02/2013;;LAMBUNG;Meuraxa;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.03.04.00258;00020/2013;BH 726936;6531/2012;Berkas No. 9397/2012 Selesai
783;799;08/02/2013;;LAMDINGIN;Kuta Alam;Roya;;;BE668821;841/2013;Berkas No. 1257/2013 Selesai
784;800;08/02/2013;;LAMDINGIN;Kuta Alam;Roya;;;BE668820;842/2013;Berkas No. 1257/2013 Selesai
785;801;08/02/2013;;MULIA;Kuta Alam;Roya;-;;0;839/2013;Berkas No. 1254/2013 Selesai
786;802;08/02/2013;;SUKARAMAI;Baiturrahman;Roya;;;AV799795;838/2013;Berkas No. 1253/2013 Selesai
787;803;08/02/2013;;BEURAWE;Kuta Alam;Roya;;;AO540116;833/2013;Berkas No. 1244/2013 Selesai
788;804;08/02/2013;;RUKOH;Syah Kuala;Roya;01.01.04.09.;;0;820/2013;Berkas No. 1228/2013 Selesai
789;805;08/02/2013;;COT MESJID;Lueng Bata;Roya;01.01.06.02.00077;;AM833606;821/2013;Berkas No. 1230/2013 Selesai
790;806;08/02/2013;;KAMPUNG BARU;Baiturrahman;Roya;01.01.02.04.00234;;AT584163;822/2013;Berkas No. 1232/2013 Selesai
791;807;08/02/2013;;KEURAMAT;Kuta Alam;Roya;;;4857915;823/2013;Berkas No. 1234/2013 Selesai
792;808;08/02/2013;;LUENG BATA;Lueng Bata;Roya;01.01.06.01.02183;;0;825/2013;Berkas No. 1237/2013 Selesai
793;809;08/02/2013;;EMPEROM;Jaya Baru;Roya;;;AV795656;827/2013;Berkas No. 1240/2013 Selesai
794;810;08/02/2013;;EMPEROM;Jaya Baru;Roya;;;AV795657;837/2013;Berkas No. 1249/2013 Selesai
795;811;08/02/2013;;MULIA;Kuta Alam;Roya;;;BH686413;845/2013;Berkas No. 1259/2013 Selesai
796;812;08/02/2013;;GEUCEU INIEM;Banda Raya;Roya;01.01.07.08.;;0;840/2013;Berkas No. 1256/2013 Selesai
797;813;08/02/2013;;LAMBHUK;Ulee Kareng;Roya;-;;0;844/2013;Berkas No. 1255/2013 Selesai
798;814;08/02/2013;;MULIA;Kuta Alam;Peralihan Hak - Jual Beli;;;795725;828/2013;Berkas No. 1212/2013 Selesai
799;815;08/02/2013;;PINEUNG;Syah Kuala;Peralihan Hak - Hibah;;;;843/2013;Berkas No. 1251/2013 Selesai
800;816;11/02/2013;;LAMGUGOB;Syah Kuala;Hak Tanggungan;01.01.04.05.01018;;AZ393110;;Berkas No. 1102/2013 Selesai
801;817;11/02/2013;;KEURAMAT;Kuta Alam;Hak Tanggungan;-;;BA141701;;Berkas No. 1103/2013 Selesai
802;818;11/02/2013;;LAMPASEH KOTA;Kuta Raja;Hak Tanggungan;;;BH672632;;Berkas No. 1115/2013 Selesai
803;819;11/02/2013;;KEURAMAT;Kuta Alam;Hak Tanggungan;;;B8587037;;Berkas No. 1117/2013 Selesai
804;820;11/02/2013;;SUKADAMAI;Lueng Bata;Hak Tanggungan;;;AY841662;;Berkas No. 1118/2013 Selesai
805;821;11/02/2013;;LAMLAGANG;Banda Raya;Hak Tanggungan;;;AS306065;;Berkas No. 1119/2013 Selesai
806;822;11/02/2013;;LAMBHUK;Ulee Kareng;Hak Tanggungan;01.01.09.03.;;AV786545;;Berkas No. 1126/2013 Selesai
807;823;11/02/2013;;SUKARAMAI;Baiturrahman;Hak Tanggungan;;;AY997311;;Berkas No. 1145/2013 Selesai
808;824;11/02/2013;;LAMPEUOT;Banda Raya;Hak Tanggungan;;;AE002270;;Berkas No. 1147/2013 Selesai
809;825;11/02/2013;;ALUE NAGA;Syah Kuala;Hak Tanggungan;;;BE667444;;Berkas No. 1148/2013 Selesai
810;826;11/02/2013;;NEUSU JAYA;Baiturrahman;Hak Tanggungan;01.01.02.03.02016;;AY990201;;Berkas No. 1149/2013 Selesai
811;827;11/02/2013;;KEURAMAT;Kuta Alam;Hak Tanggungan;01.01.01.05.;;BC096436;;Berkas No. 1150/2013 Selesai
812;828;11/02/2013;;PINEUNG;Syah Kuala;Hak Tanggungan;01.01.04.06.;;BC108004;;Berkas No. 1151/2013 Selesai
813;829;11/02/2013;;LUENG BATA;Lueng Bata;Hak Tanggungan;;;BH673472;;Berkas No. 1152/2013 Selesai
814;830;11/02/2013;;LHONG CUT;Banda Raya;Hak Tanggungan;-;;be668587;;Berkas No. 1153/2013 Selesai
815;831;11/02/2013;;ATEUK JAWO;Baiturrahman;Hak Tanggungan;;;726655;;Berkas No. 1154/2013 Selesai
816;832;11/02/2013;;PUNGE UJONG;Meuraxa;Hak Tanggungan;;;BE668906;;Berkas No. 1155/2013 Selesai
817;833;11/02/2013;;TIBANG;Syah Kuala;Hak Tanggungan;01.01.04.02.;;AF198851;;Berkas No. 1156/2013 Selesai
818;834;11/02/2013;;GEUCEU KAYEE JATOH;Banda Raya;Peralihan Hak - Jual Beli;;;BH726617;848/2013;Berkas No. 1263/2013 Selesai
819;835;11/02/2013;;BATOH;Lueng Bata;Peralihan Hak - Jual Beli;;;;856/2013;Berkas No. 1273/2013 Selesai
820;836;11/02/2013;;MULIA;Kuta Alam;Peralihan Hak - Pewarisan;;;0;855/2013;Berkas No. 1271/2013 Selesai
821;837;11/02/2013;;GAMPONG PIE;Meuraxa;Peralihan Hak - Jual Beli;;;0;847/2013;Berkas No. 1261/2013 Selesai
822;838;11/02/2013;;GEUCEU KAYEE JATOH;Banda Raya;Peralihan Hak - Jual Beli;;;AS301264;849/2013;Berkas No. 1267/2013 Selesai
823;839;11/02/2013;;PUNGE JURONG;Meuraxa;Peralihan Hak - Jual Beli;;;AY984930;850/2013;Berkas No. 1265/2013 Selesai
824;840;11/02/2013;;LAM DOM;Lueng Bata;Peralihan Hak - Jual Beli;;;0;851/2013;Berkas No. 1268/2013 Selesai
825;841;11/02/2013;;KEURAMAT;Kuta Alam;Peralihan Hak - Hibah;;;AY989817;854/2013;Berkas No. 1269/2013 Selesai
826;842;11/02/2013;;MULIA;Kuta Alam;Peralihan Hak - Pewarisan;;;6633001;852/2013;Berkas No. 1270/2013 Selesai
827;843;11/02/2013;;LAKSANA;Kuta Alam;Peralihan Hak - Pembagian Hak Bersama;;;0;853/2013;Berkas No. 1258/2013 Selesai
828;844;12/02/2013;;MIBO;Banda Raya;Hak Tanggungan;;;AV798653;;Berkas No. 1180/2013 Selesai
829;845;12/02/2013;;RUKOH;Syah Kuala;Hak Tanggungan;-;;BA271120;;Berkas No. 1104/2013 Selesai
830;846;12/02/2013;;DOY;Ulee Kareng;Hak Tanggungan;01.01.09.09.02172;;BH647010;;Berkas No. 1182/2013 Selesai
831;847;12/02/2013;;MULIA;Kuta Alam;Hak Tanggungan;01.01.01.08.02067;;BH629901;;Berkas No. 1191/2013 Selesai
832;848;12/02/2013;;IE MASEN KAYEE ADANG;Syah Kuala;Hak Tanggungan;01.01.04.07.;;0;;Berkas No. 1197/2013 Selesai
833;849;12/02/2013;;LAKSANA;Kuta Alam;Hak Tanggungan;-;;BC108108;;Berkas No. 1201/2013 Selesai
834;850;12/02/2013;;BANDAR BARU;Kuta Alam;Hak Tanggungan;;;6638481;;Berkas No. 1203/2013 Selesai
835;851;12/02/2013;;BATOH;Lueng Bata;Roya;;;BE668305;869/2013;Berkas No. 1323/2013 Selesai
836;852;12/02/2013;;SUKADAMAI;Lueng Bata;Peralihan Hak - Jual Beli;;;BH727021;906/2013;Berkas No. 1378/2013 Selesai
837;853;12/02/2013;;IE MASEN KAYEE ADANG;Syah Kuala;Roya;01.01.04.07.;;AJ053765;896/2013;Berkas No. 1362/2013 Selesai
838;854;13/02/2013;;BATOH;Lueng Bata;Hak Tanggungan;01.01.06.06.;;0;;Berkas No. 1225/2013 Selesai
839;855;13/02/2013;;ATEUK DEAH TANOH;Baiturrahman;Hak Tanggungan;01.01.02.10.00035;;543828;;Berkas No. 1218/2013 Selesai
840;856;13/02/2013;;ATEUK PAHLAWAN;Baiturrahman;Hak Tanggungan;;;AL932444;;Berkas No. 1227/2013 Selesai
841;857;13/02/2013;;LAM ARA;Banda Raya;Hak Tanggungan;01.01.07.04.;;0;;Berkas No. 1222/2013 Selesai
842;858;13/02/2013;;LAMBHUK;Ulee Kareng;Peralihan Hak - Hibah;;;BH687070;901/2013;Berkas No. 1374/2013 Selesai
843;859;13/02/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Tukar-menukar;;;BH673736;903/2013;Berkas No. 1375/2013 Selesai
844;860;13/02/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Tukar-menukar;;;BH687085;904/2013;Berkas No. 1375/2013 Selesai
845;861;13/02/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686633;937/2013;Berkas No. 1416/2013 Selesai
846;862;13/02/2013;;LAMBUNG;Meuraxa;Peralihan Hak - Jual Beli;;;0;900/2013;Berkas No. 1372/2013 Selesai
847;863;13/02/2013;;PEUNYEURAT;Banda Raya;Peralihan Hak - Jual Beli;;;;935/2013;Berkas No. 1412/2013 Selesai
848;864;13/02/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686637;934/2013;Berkas No. 1413/2013 Selesai
849;865;13/02/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686636;933/2013;Berkas No. 1410/2013 Selesai
850;866;13/02/2013;;PEUNYEURAT;Banda Raya;Peralihan Hak - Jual Beli;;;;932/2013;Berkas No. 1407/2013 Selesai
851;867;13/02/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686638;931/2013;Berkas No. 1408/2013 Selesai
852;868;13/02/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686635;930/2013;Berkas No. 1406/2013 Selesai
853;869;13/02/2013;;IE MASEN KAYEE ADANG;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686925;929/2013;Berkas No. 1404/2013 Selesai
854;870;13/02/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686634;936/2013;Berkas No. 1415/2013 Selesai
855;871;13/02/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686604;884/2013;Berkas No. 1322/2013 Selesai
856;872;13/02/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686603;880/2013;Berkas No. 1211/2013 Selesai
857;873;13/02/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686605;883/2013;Berkas No. 1210/2013 Selesai
858;874;13/02/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686606;882/2013;Berkas No. 1276/2013 Selesai
859;875;13/02/2013;;KAMPUNG BARU;Baiturrahman;Peralihan Hak - Jual Beli;;;BH686909;924/2013;Berkas No. 1399/2013 Selesai
860;876;13/02/2013;;KAMPUNG BARU;Baiturrahman;Peralihan Hak - Jual Beli;;;BH686908;923/2013;Berkas No. 1397/2013 Selesai
861;877;13/02/2013;;EMPEROM;Jaya Baru;Peralihan Hak - Jual Beli;;;0;925/2013;Berkas No. 1400/2013 Selesai
862;878;13/02/2013;;LUENG BATA;Lueng Bata;Peralihan Hak - Pembagian Hak Bersama;;;AJ053980;893/2013;Berkas No. 1356/2013 Selesai
863;879;13/02/2013;;KUTA ALAM;Kuta Alam;Peralihan Hak - Hibah;;;8237585;892/2013;Berkas No. 1355/2013 Selesai
864;880;13/02/2013;;MERDUATI;Kuta Raja;Peralihan Hak - Pembagian Hak Bersama;;;BH686929;897/2013;Berkas No. 1367/2013 Selesai
865;881;13/02/2013;;LAMPASEH KOTA;Kuta Raja;Peralihan Hak - Pembagian Hak Bersama;;;0;898/2013;Berkas No. 1368/2013 Selesai
866;882;13/02/2013;;LAMPASEH KOTA;Kuta Raja;Peralihan Hak - Jual Beli;;;BH727067;899/2013;Berkas No. 1371/2013 Selesai
867;883;13/02/2013;;IE MASEN KAYEE ADANG;Syah Kuala;Peralihan Hak - Pewarisan;;;0;928/2013;Berkas No. 1275/2013 Selesai
868;884;13/02/2013;;KEUDAH;Kuta Raja;Peralihan Hak - Pewarisan;;;0;927/2013;Berkas No. 1325/2013 Selesai
869;885;13/02/2013;;EMPEROM;Jaya Baru;Peralihan Hak - Jual Beli;;;AW750061;926/2013;Berkas No. 1402/2013 Selesai
870;886;13/02/2013;;LAMJABAT;Meuraxa;Peralihan Hak - Jual Beli;;;BH629919;922/2013;Berkas No. 1396/2013 Selesai
871;887;13/02/2013;;LAMLAGANG;Banda Raya;Peralihan Hak - Jual Beli;;;BH726788;921/2013;Berkas No. 1392/2013 Selesai
872;888;13/02/2013;;GAMPONG BARO;Meuraxa;Peralihan Hak - Jual Beli;;;;920/2013;Berkas No. 1394/2013 Selesai
873;889;13/02/2013;;LAMLAGANG;Banda Raya;Peralihan Hak - Jual Beli;;;BH726789;919/2013;Berkas No. 1390/2013 Selesai
874;890;13/02/2013;;ILIE;Ulee Kareng;Peralihan Hak - Jual Beli;;;AT591944;905/2013;Berkas No. 1377/2013 Selesai
875;891;13/02/2013;;BATOH;Lueng Bata;Peralihan Hak - Jual Beli;;;BH686448;918/2013;Berkas No. 1389/2013 Selesai
876;892;13/02/2013;;BLANG OI;Meuraxa;Peralihan Hak - Jual Beli;;;0;916/2013;Berkas No. 1387/2013 Selesai
877;893;13/02/2013;;ATEUK MUNJENG;Baiturrahman;Peralihan Hak - Jual Beli;;;BH687088;915/2013;Berkas No. 1386/2013 Selesai
878;894;13/02/2013;;LAM DOM;Lueng Bata;Peralihan Hak - Jual Beli;;;;908/2013;Berkas No. 1379/2013 Selesai
879;895;13/02/2013;;BEURAWE;Kuta Alam;Peralihan Hak - Jual Beli;;;BH686698;912/2013;Berkas No. 1383/2013 Selesai
880;896;13/02/2013;;GAMPONG BARO;Meuraxa;Peralihan Hak - Penetapan atau Putusan Pengadilan;;;0;910/2013;Berkas No. 1381/2013 Selesai
881;897;13/02/2013;;GEUCEU KOMPLEK;Banda Raya;Peralihan Hak - Jual Beli;;;AY989892;834/2013;Berkas No. 1245/2013 Selesai
882;898;13/02/2013;;PUNGE BLANG CUT;Jaya Baru;Roya;01.01.08.09.00441;;BA066988;917/2013;Berkas No. 1388/2013 Selesai
883;899;13/02/2013;;IE MASEN KAYEE ADANG;Syah Kuala;Roya;;;AL948560;913/2013;Berkas No. 1384/2013 Selesai
884;900;13/02/2013;;MERDUATI;Kuta Raja;Roya;01.01.05.05.;;AY992576;902/2013;Berkas No. 1366/2013 Selesai
885;901;13/02/2013;;LHONG RAYA;Banda Raya;Roya;;;6635729;907/2013;Berkas No. 1376/2013 Selesai
886;902;13/02/2013;;LAMTEUMEN TIMUR;Jaya Baru;Roya;01.01.08.06.00757;;AY987790;909/2013;Berkas No. 1380/2013 Selesai
887;903;13/02/2013;;KEURAMAT;Kuta Alam;Roya;01.01.01.05.00156;;0;914/2013;Berkas No. 1385/2013 Selesai
888;904;13/02/2013;;MIBO;Banda Raya;Roya;01.01.07.03.02215;;BE667542;911/2013;Berkas No. 1382/2013 Selesai
889;905;13/02/2013;;PEUNAYONG;Kuta Alam;Perubahan Hak Atas Tanah;01.01.01.07.;;AE 002402;939/2013;Berkas No. 1369/2013 Selesai
890;906;13/02/2013;;LAKSANA;Kuta Alam;Pembaruan Hak Guna Usaha/Hak Guna Bangunan/Hak Pakai;01.01.01.06.;;AD 998200;940/2013;Berkas No. 1373/2013 Selesai
891;907;13/02/2013;;LAMDINGIN;Kuta Alam;Pemisahan Bidang;01.01.01.10.02051;00028/2013;AY989541;6331/2012;Berkas No. 9145/2012 Selesai
892;908;13/02/2013;;LAMPEUOT;Banda Raya;Pemisahan Bidang;01.01.07.02.02113;00004/2013;BA271690;753/2013;Berkas No. 1129/2013 Selesai
893;909;13/02/2013;;EMPEROM;Jaya Baru;Pemisahan Bidang;01.01.08.02.02125;00024/2013;0;7418/2012;Berkas No. 10785/2012 Selesai
894;910;13/02/2013;;KUTA ALAM;Kuta Alam;Wakaf dari Tanah Yang Sudah Bersertipikat;;;-;974/2013;Berkas No. 1440/2013 Selesai
895;911;13/02/2013;;SUKADAMAI;Lueng Bata;Pemisahan Bidang;01.01.06.07.02595;00023/2013;BH647451;741/2013;Berkas No. 1105/2013 Selesai
896;912;13/02/2013;;SUKADAMAI;Lueng Bata;Pemisahan Bidang;01.01.06.07.02594;00022/2013;BH727075;742/2013;Berkas No. 1105/2013 Selesai
897;913;13/02/2013;;LAMTEUMEN BARAT;Jaya Baru;Pemisahan Bidang;01.01.08.05.02037;00005/2013;0;743/2013;Berkas No. 1106/2013 Selesai
898;914;13/02/2013;;LAM DOM;Lueng Bata;Penggabungan Bidang;01.01.06.08.02360;00053/2013;BH727060;620/2013;Berkas No. 911/2013 Selesai
899;915;13/02/2013;;LAM DOM;Lueng Bata;Penggabungan Bidang;01.01.06.08.02361;00052/2013;BH727059;619/2013;Berkas No. 909/2013 Selesai
900;916;13/02/2013;;LHONG CUT;Banda Raya;Pemisahan Bidang;01.01.07.05.02316;00050/2013;BA270621;737/2013;Berkas No. 1100/2013 Selesai
901;917;13/02/2013;;IE MASEN KAYEE ADANG;Syah Kuala;Pemecahan Bidang;01.01.04.07.02373;00111/2013;BH687066;7173/2012;Berkas No. 10411/2012 Selesai
902;918;13/02/2013;;IE MASEN KAYEE ADANG;Syah Kuala;Pemecahan Bidang;01.01.04.07.02375;00113/2013;BH687065;7174/2012;Berkas No. 10411/2012 Selesai
903;919;13/02/2013;;IE MASEN KAYEE ADANG;Syah Kuala;Pemecahan Bidang;01.01.04.07.02374;00112/2013;BH687064;7175/2012;Berkas No. 10411/2012 Selesai
904;920;13/02/2013;;DEAH BARO;Meuraxa;Pemisahan Bidang;01.01.03.06.00403;00008/2013;AY648299;738/2013;Berkas No. 1101/2013 Selesai
905;921;13/02/2013;;RUKOH;Syah Kuala;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.04.09.02204;00070/2013;BH 726934;6749/2012;Berkas No. 9753/2012 Selesai
906;922;13/02/2013;;LHONG RAYA;Banda Raya;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.07.01.02384;00047/2013;BH 726950;6318/2012;Berkas No. 9135/2012 Selesai
907;923;13/02/2013;;KAMPUNG BARU;Baiturrahman;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.02.04.02166;00018/2013;BH 726930;5637/2012;Berkas No. 8178/2012 Selesai
908;924;13/02/2013;;LAMTEUMEN TIMUR;Jaya Baru;Pendaftaran SK Hak;01.01.08.06.02171;00046/2013;BH 726952;814/2013;Berkas No. 1215/2013 Selesai
909;925;13/02/2013;;JEULINGKE;Syah Kuala;Pendaftaran SK Hak;01.01.04.01.11342;00031/2013;BH 726921;666/2013;Berkas No. 797/2013 Selesai
910;926;13/02/2013;;PEUNITI;Baiturrahman;Pendaftaran SK Hak;01.01.02.02.02189;00016/2013;BH 726954;812/2013;Berkas No. 1213/2013 Selesai
911;927;13/02/2013;;KUTA ALAM;Kuta Alam;Pendaftaran SK Hak;01.01.01.04.02083;00031/2013;BH 726956;859/2013;Berkas No. 1304/2013 Selesai
912;928;14/02/2013;;ATEUK MUNJENG;Baiturrahman;Hak Tanggungan;;;BA271035;;Berkas No. 1260/2013 Selesai
913;929;14/02/2013;;LAMPOH DAYA;Jaya Baru;Roya;;;0;966/2013;Berkas No. 1453/2013 Selesai
914;930;14/02/2013;;ILIE;Ulee Kareng;Roya;01.01.09.04.;;0;984/2013;Berkas No. 1470/2013 Selesai
915;931;14/02/2013;;PEUNITI;Baiturrahman;Roya;;;AO544328;987/2013;Berkas No. 1471/2013 Selesai
916;932;14/02/2013;;RUKOH;Syah Kuala;Roya;01.01.04.09.;;0;985/2013;Berkas No. 1473/2013 Selesai
917;933;14/02/2013;;SEUTUI;Baiturrahman;Roya;;;6547984;988/2013;Berkas No. 1478/2013 Selesai
918;934;14/02/2013;;MIBO;Banda Raya;Roya;01.01.07.03.;;0;951/2013;Berkas No. 1426/2013 Selesai
919;935;14/02/2013;;KEUDAH;Kuta Raja;Peralihan Hak - Jual Beli;;;BH673379;950/2013;Berkas No. 1431/2013 Selesai
920;936;14/02/2013;;ATEUK DEAH TANOH;Baiturrahman;Peralihan Hak - Hibah;;;BA077621;963/2013;Berkas No. 1451/2013 Selesai
921;937;14/02/2013;;PEUNITI;Baiturrahman;Peralihan Hak - Pewarisan;;;0;965/2013;Berkas No. 1454/2013 Selesai
922;938;14/02/2013;;PUNGE BLANG CUT;Jaya Baru;Peralihan Hak - Penetapan atau Putusan Pengadilan;;;AL949613;970/2013;Berkas No. 1456/2013 Selesai
923;939;14/02/2013;;LAMJABAT;Meuraxa;Peralihan Hak - Jual Beli;;;BH665358;971/2013;Berkas No. 1458/2013 Selesai
924;940;14/02/2013;;LAMDINGIN;Kuta Alam;Peralihan Hak - Jual Beli;;;BH687077;972/2013;Berkas No. 1459/2013 Selesai
925;941;14/02/2013;;SUKARAMAI;Baiturrahman;Peralihan Hak - Jual Beli;;;AY841666;973/2013;Berkas No. 1460/2013 Selesai
926;942;14/02/2013;;SEUTUI;Baiturrahman;Peralihan Hak - Hibah;;;0;978/2013;Berkas No. 1461/2013 Selesai
927;943;14/02/2013;;LAMBARO SKEP;Kuta Alam;Peralihan Hak - Jual Beli;;;0;975/2013;Berkas No. 1462/2013 Selesai
928;944;14/02/2013;;KOTA BARU;Kuta Alam;Peralihan Hak - Jual Beli;;;AY997163;977/2013;Berkas No. 1463/2013 Selesai
929;945;14/02/2013;;LHONG RAYA;Banda Raya;Peralihan Hak - Jual Beli;;;BH673478;979/2013;Berkas No. 1464/2013 Selesai
930;946;14/02/2013;;MULIA;Kuta Alam;Peralihan Hak - Pewarisan;;;0;980/2013;Berkas No. 1465/2013 Selesai
931;947;14/02/2013;;LAKSANA;Kuta Alam;Peralihan Hak - Pewarisan;;;0;982/2013;Berkas No. 1466/2013 Selesai
932;948;14/02/2013;;RUKOH;Syah Kuala;Peralihan Hak - Pewarisan;;;6542324;981/2013;Berkas No. 1467/2013 Selesai
933;949;14/02/2013;;LAMPULO;Kuta Alam;Peralihan Hak - Pewarisan;;;AV787163;983/2013;Berkas No. 1468/2013 Selesai
934;950;14/02/2013;;PEUNITI;Baiturrahman;Peralihan Hak - Pembagian Hak Bersama;;;0;976/2013;Berkas No. 1457/2013 Selesai
935;951;14/02/2013;;PEULANGGAHAN;Kuta Raja;Sertipikat Pengganti Karena Hilang;01.01.05.02.00471;00083/2013;-BH0;815/2013;Berkas No. 1220/2013 Selesai
936;952;14/02/2013;;ALUE DEAH TEUNGOH;Meuraxa;Peralihan Hak - Pembagian Hak Bersama;;;BH687090;1014/2013;Berkas No. 1521/2013 Selesai
937;953;15/02/2013;;TIBANG;Syah Kuala;Roya;01.01.04.02.00025;;BC095834;1006/2013;Berkas No. 1513/2013 Selesai
938;954;15/02/2013;;LAMPASEH ACEH;Meuraxa;Roya;01.01.03.16.00369;;0;1019/2013;Berkas No. 1510/2013 Selesai
939;955;15/02/2013;;LAMPALOH;Lueng Bata;Roya;01.01.06.09.00015;;AV787088;1018/2013;Berkas No. 1525/2013 Selesai
940;956;15/02/2013;;LAMGLUMPANG;Ulee Kareng;Roya;-;;0;1017/2013;Berkas No. 1524/2013 Selesai
941;957;15/02/2013;;LAMJAME;Jaya Baru;Peralihan Hak - Jual Beli;;;;1009/2013;Berkas No. 1515/2013 Selesai
942;958;15/02/2013;;SEUTUI;Baiturrahman;Peralihan Hak - Jual Beli;;;BA141482;1021/2013;Berkas No. 1527/2013 Selesai
943;959;15/02/2013;;MERDUATI;Kuta Raja;Peralihan Hak - Jual Beli;;;0;1020/2013;Berkas No. 1526/2013 Selesai
944;960;15/02/2013;;DEAH GLUMPANG;Meuraxa;Peralihan Hak - Pewarisan;;;BA067126;1016/2013;Berkas No. 1523/2013 Selesai
945;961;15/02/2013;;ATEUK PAHLAWAN;Baiturrahman;Peralihan Hak - Jual Beli;;;BH687051;1012/2013;Berkas No. 1519/2013 Selesai
946;962;15/02/2013;;LAKSANA;Kuta Alam;Peralihan Hak - Pembagian Hak Bersama;;;BH686607;1013/2013;Berkas No. 1520/2013 Selesai
947;963;15/02/2013;;PEURADA;Syah Kuala;Peralihan Hak - Jual Beli;;;BH726776;1015/2013;Berkas No. 1522/2013 Selesai
948;964;15/02/2013;;IE MASEN ULEE KARENG;Ulee Kareng;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.09.08.02267;00052/2013;-;3665/2012;Berkas No. 5350/2012 Selesai
949;965;15/02/2013;;COT LAM KUWEUH;Meuraxa;Sertipikat Pengganti Karena Hilang;01.01.03.08.00602;00008/2013;-bh726867;816/2013;Berkas No. 1224/2013 Selesai
950;966;15/02/2013;;BLANG OI;Meuraxa;Penggabungan Bidang;01.01.03.09.01355;00028/2013;BH726763;32/2013;Berkas No. 68/2013 Selesai
951;967;15/02/2013;;LAMPASEH KOTA;Kuta Raja;Pemisahan Bidang;01.01.05.06.02060;00025/2013;BH672898;759/2013;Berkas No. 1135/2013 Selesai
952;968;15/02/2013;;PINEUNG;Syah Kuala;Pemisahan Bidang;01.01.04.06.02132;00020/2013;AY988260;832/2013;Berkas No. 1243/2013 Selesai
953;969;15/02/2013;;GEUCEU MEUNARA;Jaya Baru;Pemisahan Bidang;01.01.08.08.02048;00010/2013;BH686977;755/2013;Berkas No. 1131/2013 Selesai
954;970;15/02/2013;;GEUCEU MEUNARA;Jaya Baru;Pemisahan Bidang;01.01.08.08.02047;00009/2013;BH727082;756/2013;Berkas No. 1131/2013 Selesai
955;971;15/02/2013;;PUNGE JURONG;Meuraxa;Pemisahan Bidang;01.01.03.01.02139;00021/2013;AL948276;876/2013;Berkas No. 1328/2013 Selesai
956;972;18/02/2013;;PEUNITI;Baiturrahman;Peralihan Hak - Pembagian Hak Bersama;;;;1034/2013;Berkas No. 1556/2013 Selesai
957;973;18/02/2013;;LAMPULO;Kuta Alam;Peralihan Hak - Jual Beli;;;AY989002;1031/2013;Berkas No. 1554/2013 Selesai
958;974;18/02/2013;;SUKARAMAI;Baiturrahman;Peralihan Hak - Jual Beli;;;AY997310;1032/2013;Berkas No. 1553/2013 Selesai
959;975;18/02/2013;;GEUCEU MEUNARA;Jaya Baru;Peralihan Hak - Hibah;;;AY988697;1043/2013;Berkas No. 1569/2013 Selesai
960;976;18/02/2013;;KEUDAH;Kuta Raja;Pendaftaran SK Hak;01.01.05.01.02030;00010/2013;BH 726953;813/2013;Berkas No. 1214/2013 Selesai
961;977;18/02/2013;;BITAI;Jaya Baru;Peralihan Hak - Jual Beli;;;BH686689;1039/2013;Berkas No. 1562/2013 Selesai
962;978;18/02/2013;;BLANGCUT;Lueng Bata;Peralihan Hak - Jual Beli;;;;1033/2013;Berkas No. 1555/2013 Selesai
963;979;18/02/2013;;ATEUK PAHLAWAN;Baiturrahman;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.02.01.02240;00022/2013;BH 726957;6646/2012;Berkas No. 9560/2012 Selesai
964;980;18/02/2013;;LAMLAGANG;Banda Raya;Roya;;;AY651358;1030/2013;Berkas No. 1552/2013 Selesai
