1;1;02/01/2013;;DEAH RAYA;Syah Kuala;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.04.04.00382;00012/2012;BH 726654;6034/2012;Berkas No. 8753/2012 Selesai
2;2;02/01/2013;;COT MESJID;Lueng Bata;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.06.02.02359;00034/2012;BH 726634;5257/2012;Berkas No. 7612/2012 Selesai
3;3;02/01/2013;;GAMPONG JAWA;Kuta Raja;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.05.03.02056;00019/2013;BH 72683;5628/2012;Berkas No. 8154/2012 Selesai
4;4;02/01/2013;;COT LAM KUWEUH;Meuraxa;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.03.08.00601;00007/2013;BH 726839;2900/2012;Berkas No. 4245/2012 Selesai
5;5;02/01/2013;;ILIE;Ulee Kareng;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.09.04.02397;00069/2013;BH 726845;5557/2012;Berkas No. 8031/2012 Selesai
6;6;02/01/2013;;ILIE;Ulee Kareng;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.09.04.02394;00070/2013;bh 726840;4532/2012;Berkas No. 6602/2012 Selesai
7;7;02/01/2013;;ATEUK PAHLAWAN;Baiturrahman;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.02.01.02229;00019/2013;-;5311/2012;Berkas No. 7670/2012 Selesai
8;8;03/01/2013;;LUENG BATA;Lueng Bata;Roya;01.01.06.01.00191;;AS302473;35/2013;Berkas No. 71/2013 Selesai
9;9;03/01/2013;;PEULANGGAHAN;Kuta Raja;Peralihan Hak - Jual Beli;;;;17/2013;Berkas No. 30/2013 Selesai
10;10;03/01/2013;;BEURAWE;Kuta Alam;Peralihan Hak - Hibah;;;AT384214;36/2013;Berkas No. 72/2013 Selesai
11;11;03/01/2013;;PINEUNG;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686663;23/2013;Berkas No. 48/2013 Selesai
12;12;03/01/2013;;PINEUNG;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686664;22/2013;Berkas No. 47/2013 Selesai
13;13;03/01/2013;;PUNGE BLANG CUT;Jaya Baru;Peralihan Hak - Jual Beli;;;BH686666;21/2013;Berkas No. 46/2013 Selesai
14;14;03/01/2013;;LHONG CUT;Banda Raya;Peralihan Hak - Jual Beli;;;BH686620;20/2013;Berkas No. 38/2013 Selesai
15;15;03/01/2013;;KAMPUNG BARU;Baiturrahman;Peralihan Hak - Jual Beli;;;AY997226;19/2013;Berkas No. 36/2013 Selesai
16;16;03/01/2013;;LAMDINGIN;Kuta Alam;Peralihan Hak - Pembagian Hak Bersama;;;BH686431;18/2013;Berkas No. 35/2013 Selesai
17;17;03/01/2013;;LAMDINGIN;Kuta Alam;Peralihan Hak - Pembagian Hak Bersama;;;989526;26/2013;Berkas No. 10950/2012 Selesai
18;18;03/01/2013;;PEUNAYONG;Kuta Alam;Peralihan Hak - Jual Beli;;;AY651345;25/2013;Berkas No. 11041/2012 Selesai
19;19;03/01/2013;;DEAH BARO;Meuraxa;Peralihan Hak - Jual Beli;;;AY985076;24/2013;Berkas No. 11032/2012 Selesai
20;20;03/01/2013;;ILIE;Ulee Kareng;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.09.04.02399;00071/2013;1;6156/2012;Berkas No. 8903/2012 Selesai
21;21;03/01/2013;;GAMPONG PIE;Meuraxa;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.03.07.00279;00009/2013;1;5251/2012;Berkas No. 7599/2012 Selesai
22;22;04/01/2013;;LAMGUGOB;Syah Kuala;Roya;;;6633935;55/2013;Berkas No. 107/2013 Selesai
23;23;04/01/2013;;LAKSANA;Kuta Alam;Roya;01.01.01.06.;;6547321;54/2013;Berkas No. 105/2013 Selesai
24;24;04/01/2013;;JEULINGKE;Syah Kuala;Roya;01.01.04.01.01294;;AY843433;52/2013;Berkas No. 103/2013 Selesai
25;25;04/01/2013;;BANDAR BARU;Kuta Alam;Roya;;;AL948977;50/2013;Berkas No. 101/2013 Selesai
26;26;04/01/2013;;MULIA;Kuta Alam;Roya;01.01.01.08.;;AY990427;48/2013;Berkas No. 98/2013 Selesai
27;27;04/01/2013;;BEURAWE;Kuta Alam;Roya;01.01.01.03.02330;;BH630681;47/2013;Berkas No. 96/2013 Selesai
28;28;04/01/2013;;PINEUNG;Syah Kuala;Roya;01.01.04.06.;;BC108004;46/2013;Berkas No. 94/2013 Selesai
29;29;04/01/2013;;PEURADA;Syah Kuala;Roya;-;;AT584821;45/2013;Berkas No. 89/2013 Selesai
30;30;04/01/2013;;RUKOH;Syah Kuala;Roya;01.01.04.09.00220;;AT591645;43/2013;Berkas No. 88/2013 Selesai
31;31;04/01/2013;;RUKOH;Syah Kuala;Roya;01.01.04.09.00221;;AT591644;44/2013;Berkas No. 88/2013 Selesai
32;32;04/01/2013;;BATOH;Lueng Bata;Peralihan Hak - Jual Beli;;;BH 672674;69/2013;Berkas No. 121/2013 Selesai
33;33;04/01/2013;;BATOH;Lueng Bata;Peralihan Hak - Jual Beli;;;BH 673728;68/2013;Berkas No. 120/2013 Selesai
34;34;04/01/2013;;PEURADA;Syah Kuala;Peralihan Hak - Jual Beli;;;BH686904;67/2013;Berkas No. 119/2013 Selesai
35;35;04/01/2013;;COT MESJID;Lueng Bata;Peralihan Hak - Jual Beli;;;AT591859;41/2013;Berkas No. 80/2013 Selesai
36;36;04/01/2013;;BLANG OI;Meuraxa;Peralihan Hak - Jual Beli;;;0;63/2013;Berkas No. 116/2013 Selesai
37;37;04/01/2013;;PEUNYEURAT;Banda Raya;Peralihan Hak - Pembagian Hak Bersama;;;BH686423;64/2013;Berkas No. 118/2013 Selesai
38;38;04/01/2013;;MIBO;Banda Raya;Peralihan Hak - Pewarisan;;;AV798653;66/2013;Berkas No. 117/2013 Selesai
39;39;04/01/2013;;GEUCEU KOMPLEK;Banda Raya;Peralihan Hak - Hibah;;;;42/2013;Berkas No. 85/2013 Selesai
40;40;04/01/2013;;GEUCEU KAYEE JATOH;Banda Raya;Peralihan Hak - Pewarisan;;;;65/2013;Berkas No. 10935/2012 Selesai
41;41;04/01/2013;;LAMBUNG;Meuraxa;Pendaftaran SK Hak;01.01.03.04.00163;00018/2013;BH 726749;3/2013;Berkas No. 3/2013 Selesai
42;42;04/01/2013;;TIBANG;Syah Kuala;Sertipikat Pengganti Karena Rusak;01.01.04.02.00121;00007/2013;AU661262;1/2013;Berkas No. 1/2013 Selesai
43;43;04/01/2013;;BLANG OI;Meuraxa;Sertipikat Pengganti Karena Hilang;01.01.03.09.01352;00026/2013;-bh726679;2/2013;Berkas No. 2/2013 Selesai
44;44;04/01/2013;;PEULANGGAHAN;Kuta Raja;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.05.02.01036;00081/2013;BH 726872;6336/2012;Berkas No. 9155/2012 Selesai
45;45;04/01/2013;;PEULANGGAHAN;Kuta Raja;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.05.02.01038;00080/2013;BH 726873;6335/2012;Berkas No. 9154/2012 Selesai
46;46;04/01/2013;;LAMPASEH KOTA;Kuta Raja;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.05.06.02056;00021/2013;BH 726871;6510/2012;Berkas No. 9375/2012 Selesai
47;47;04/01/2013;;LAMGUGOB;Syah Kuala;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.04.05.01082;00061/2013;BH 726633;2948/2012;Berkas No. 4324/2012 Selesai
48;48;04/01/2013;;PEULANGGAHAN;Kuta Raja;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.05.02.01039;00079/2013;BH 726870;6540/2012;Berkas No. 9409/2012 Selesai
49;49;04/01/2013;;EMPEROM;Jaya Baru;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.08.02.02112;00021/2013;BH 686860;2505/2012;Berkas No. 3700/2012 Selesai
50;50;04/01/2013;;EMPEROM;Jaya Baru;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.08.02.02111;00020/2013;BH 686858;2504/2012;Berkas No. 3651/2012 Selesai
51;51;04/01/2013;;GEUCEU KOMPLEK;Banda Raya;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.07.09.02120;00085/2013;BH 726600;5516/2012;Berkas No. 7983/2012 Selesai
52;52;04/01/2013;;RUKOH;Syah Kuala;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.04.09.02202;00060/2013;BH 726863;5578/2012;Berkas No. 8088/2012 Selesai
53;53;04/01/2013;;LAMDINGIN;Kuta Alam;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.01.10.02045;00027/2013;BH 726861;4792/2012;Berkas No. 6933/2012 Selesai
54;54;07/01/2013;;JEULINGKE;Syah Kuala;Peralihan Hak - Jual Beli;;;6547670;101/2013;Berkas No. 165/2013 Selesai
55;55;07/01/2013;;LAMLAGANG;Banda Raya;Peralihan Hak - Lelang;;;AS306065;100/2013;Berkas No. 151/2013 Selesai
56;56;07/01/2013;;LAMTEH;Ulee Kareng;Peralihan Hak - Jual Beli;;;BE668310;99/2013;Berkas No. 164/2013 Selesai
57;57;07/01/2013;;MERDUATI;Kuta Raja;Peralihan Hak - Jual Beli;;;BH630121;97/2013;Berkas No. 162/2013 Selesai
58;58;07/01/2013;;MULIA;Kuta Alam;Peralihan Hak - Jual Beli;;;BH629816;98/2013;Berkas No. 163/2013 Selesai
59;59;07/01/2013;;LAMLAGANG;Banda Raya;Peralihan Hak - Jual Beli;;;6634972;96/2013;Berkas No. 161/2013 Selesai
60;60;07/01/2013;;LUENG BATA;Lueng Bata;Peralihan Hak - Jual Beli;;;BH673272;95/2013;Berkas No. 160/2013 Selesai
61;61;07/01/2013;;COT MESJID;Lueng Bata;Peralihan Hak - Jual Beli;;;BA077839;94/2013;Berkas No. 159/2013 Selesai
62;62;07/01/2013;;COT MESJID;Lueng Bata;Peralihan Hak - Jual Beli;;;BA077838;93/2013;Berkas No. 158/2013 Selesai
63;63;07/01/2013;;GAMPONG JAWA;Kuta Raja;Peralihan Hak - Jual Beli;;;BH630277;92/2013;Berkas No. 157/2013 Selesai
64;64;07/01/2013;;ILIE;Ulee Kareng;Peralihan Hak - Jual Beli;;;BH665833;86/2013;Berkas No. 150/2013 Selesai
65;65;07/01/2013;;KAMPUNG BARU;Baiturrahman;Peralihan Hak - Jual Beli;;;AG690407;84/2013;Berkas No. 146/2013 Selesai
66;66;07/01/2013;;PEURADA;Syah Kuala;Peralihan Hak - Pewarisan;;;BA 271688;83/2013;Berkas No. 144/2013 Selesai
67;67;07/01/2013;;SUKARAMAI;Baiturrahman;Peralihan Hak - Pembagian Hak Bersama;;;AT584470;85/2013;Berkas No. 149/2013 Selesai
68;68;07/01/2013;;PANGO RAYA;Ulee Kareng;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.09.06.02405;00023/2013;BH 726869;4233/2012;Berkas No. 6172/2012 Selesai
69;69;07/01/2013;;BEURAWE;Kuta Alam;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.01.03.02449;00071/2013;BH 726874;3965/2012;Berkas No. 5760/2012 Selesai
70;70;07/01/2013;;LAMGUGOB;Syah Kuala;Perubahan Hak Atas Tanah;01.01.04.05.;;AE 002126;127/2013;Berkas No. 212/2013 Selesai
71;71;08/01/2013;;ATEUK PAHLAWAN;Baiturrahman;Hak Tanggungan;;;AX382998;;Berkas No. 10/2013 Selesai
72;72;08/01/2013;;KEURAMAT;Kuta Alam;Hak Tanggungan;;;4808386;;Berkas No. 11/2013 Selesai
73;73;08/01/2013;;LAMGUGOB;Syah Kuala;Hak Tanggungan;;;AE 052109;;Berkas No. 12/2013 Selesai
74;74;08/01/2013;;ILIE;Ulee Kareng;Hak Tanggungan;01.01.09.04.00260;;AV797080;;Berkas No. 13/2013 Selesai
75;75;08/01/2013;;LAMGUGOB;Syah Kuala;Hak Tanggungan;01.01.04.05.00610;;AV786304;;Berkas No. 14/2013 Selesai
76;76;08/01/2013;;KAMPUNG BARU;Baiturrahman;Hak Tanggungan;01.01.02.04.02110;;BE668704;;Berkas No. 17/2013 Selesai
77;77;08/01/2013;;EMPEROM;Jaya Baru;Hak Tanggungan;-;;ba108606;;Berkas No. 18/2013 Selesai
78;78;08/01/2013;;LAMPOH DAYA;Jaya Baru;Hak Tanggungan;01.01.08.01.00022;;AY648522;;Berkas No. 20/2013 Selesai
79;79;08/01/2013;;LAMPASEH ACEH;Meuraxa;Hak Tanggungan;;;AY984388;;Berkas No. 22/2013 Selesai
80;80;08/01/2013;;GEUCEU MEUNARA;Jaya Baru;Hak Tanggungan;;;AY987225;;Berkas No. 24/2013 Selesai
81;81;08/01/2013;;BATOH;Lueng Bata;Hak Tanggungan;;;AR727241;;Berkas No. 25/2013 Selesai
82;82;08/01/2013;;ATEUK MUNJENG;Baiturrahman;Hak Tanggungan;;;BH673733;;Berkas No. 28/2013 Selesai
83;83;08/01/2013;;LAMTEH;Ulee Kareng;Roya;;;AX382729;106/2013;Berkas No. 180/2013 Selesai
84;84;08/01/2013;;ATEUK JAWO;Baiturrahman;Roya;;;BH672617;107/2013;Berkas No. 182/2013 Selesai
85;85;08/01/2013;;LAKSANA;Kuta Alam;Roya;01.01.01.06.;;3371936;108/2013;Berkas No. 184/2013 Selesai
86;86;08/01/2013;;LAM ARA;Banda Raya;Roya;01.01.07.04.00269;;AW754578;110/2013;Berkas No. 186/2013 Selesai
87;87;08/01/2013;;LAMGUGOB;Syah Kuala;Roya;;;AT596169;114/2013;Berkas No. 189/2013 Selesai
88;88;08/01/2013;;DOY;Ulee Kareng;Roya;01.01.09.09.02036;;AY990157;113/2013;Berkas No. 188/2013 Selesai
89;89;08/01/2013;;RUKOH;Syah Kuala;Roya;;;BH630562;111/2013;Berkas No. 187/2013 Selesai
90;90;08/01/2013;;RUKOH;Syah Kuala;Roya;;;BH630561;112/2013;Berkas No. 187/2013 Selesai
91;91;08/01/2013;;LAMPULO;Kuta Alam;Peralihan Hak - Jual Beli;;;BH673459;126/2013;Berkas No. 210/2013 Selesai
92;92;08/01/2013;;PANGO DEAH;Ulee Kareng;Peralihan Hak - Jual Beli;;;BH686436;128/2013;Berkas No. 214/2013 Selesai
93;93;08/01/2013;;RUKOH;Syah Kuala;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.04.09.02192;00061/2013;-;4679/2012;Berkas No. 6802/2012 Selesai
94;94;08/01/2013;;PEUNAYONG;Kuta Alam;Perpanjangan Jangka Waktu Hak Guna Usaha/Hak Guna Bangunan/Hak Pakai;;;AX382823;148/2013;Berkas No. 244/2013 Selesai
95;95;08/01/2013;;PEUNAYONG;Kuta Alam;Perpanjangan Jangka Waktu Hak Guna Usaha/Hak Guna Bangunan/Hak Pakai;;;AX382822;146/2013;Berkas No. 239/2013 Selesai
96;96;08/01/2013;;BEURAWE;Kuta Alam;Sertipikat Pengganti Karena Rusak;01.01.01.03.02481;00058/2012;-;7265/2012;Berkas No. 10532/2012 Selesai
97;97;09/01/2013;;MIBO;Banda Raya;Hak Tanggungan;01.01.07.03.;;AL932191;;Berkas No. 77/2013 Selesai
98;98;09/01/2013;;LUENG BATA;Lueng Bata;Hak Tanggungan;01.01.06.01.00216;;591661;;Berkas No. 78/2013 Selesai
99;99;09/01/2013;;LAMLAGANG;Banda Raya;Hak Tanggungan;;;7263582;;Berkas No. 99/2013 Selesai
100;100;09/01/2013;;JEULINGKE;Syah Kuala;Hak Tanggungan;;;AY843418;;Berkas No. 102/2013 Selesai
101;101;09/01/2013;;LAMDINGIN;Kuta Alam;Hak Tanggungan;;;AY844714;;Berkas No. 104/2013 Selesai
102;102;09/01/2013;;LAMLAGANG;Banda Raya;Hak Tanggungan;01.01.07.10.02110;;BA077659;;Berkas No. 108/2013 Selesai
103;103;09/01/2013;;SURIEN;Meuraxa;Hak Tanggungan;01.01.03.13.00104;;750120;;Berkas No. 110/2013 Selesai
104;104;09/01/2013;;PUNGE JURONG;Meuraxa;Hak Tanggungan;;;AY985034;;Berkas No. 111/2013 Selesai
105;105;09/01/2013;;NEUSU ACEH;Baiturrahman;Hak Tanggungan;;;;;Berkas No. 112/2013 Selesai
106;106;09/01/2013;;NEUSU JAYA;Baiturrahman;Hak Tanggungan;01.01.02.03.02015;;AY990168;;Berkas No. 113/2013 Selesai
107;107;09/01/2013;;SUKARAMAI;Baiturrahman;Hak Tanggungan;01.01.02.05.02060;;BH630531;;Berkas No. 114/2013 Selesai
108;108;09/01/2013;;ATEUK MUNJENG;Baiturrahman;Hak Tanggungan;;;BE668126;;Berkas No. 115/2013 Selesai
109;109;09/01/2013;;DEAH BARO;Meuraxa;Roya;01.01.03.06.00162;;AY648350;137/2013;Berkas No. 231/2013 Selesai
110;110;09/01/2013;;PINEUNG;Syah Kuala;Roya;;;383004;138/2013;Berkas No. 232/2013 Selesai
111;111;09/01/2013;;LAMTEUMEN TIMUR;Jaya Baru;Roya;;;AJ053994;144/2013;Berkas No. 238/2013 Selesai
112;112;09/01/2013;;LHONG CUT;Banda Raya;Roya;01.01.07.05.02027;;AY997056;143/2013;Berkas No. 237/2013 Selesai
113;113;09/01/2013;;SUKADAMAI;Lueng Bata;Roya;;;AB579327;142/2013;Berkas No. 236/2013 Selesai
114;114;09/01/2013;;JEULINGKE;Syah Kuala;Roya;01.01.04.01.;;AA577055;140/2013;Berkas No. 234/2013 Selesai
115;115;09/01/2013;;PANGO DEAH;Ulee Kareng;Roya;01.01.09.05.;;BA147350;141/2013;Berkas No. 235/2013 Selesai
116;116;09/01/2013;;GEUCEU INIEM;Banda Raya;Roya;;;AE008325;139/2013;Berkas No. 233/2013 Selesai
117;117;09/01/2013;;LAKSANA;Kuta Alam;Roya;;;AO539749;135/2013;Berkas No. 61/2013 Selesai
118;118;09/01/2013;;PINEUNG;Syah Kuala;Roya;;;AS306024;134/2013;Berkas No. 229/2013 Selesai
119;119;09/01/2013;;NEUSU ACEH;Baiturrahman;Roya;;;;166/2013;Berkas No. 257/2013 Selesai
120;120;09/01/2013;;KAMPUNG BARU;Baiturrahman;Peralihan Hak - Jual Beli;;;;177/2013;Berkas No. 265/2013 Selesai
121;121;09/01/2013;;MULIA;Kuta Alam;Peralihan Hak - Jual Beli;;;AY990340;164/2013;Berkas No. 255/2013 Selesai
122;122;09/01/2013;;LAMPULO;Kuta Alam;Peralihan Hak - Jual Beli;;;;158/2013;Berkas No. 252/2013 Selesai
123;123;09/01/2013;;LAMPASEH ACEH;Meuraxa;Peralihan Hak - Jual Beli;;;AY648488;157/2013;Berkas No. 250/2013 Selesai
124;124;09/01/2013;;LAMBHUK;Ulee Kareng;Peralihan Hak - Jual Beli;;;;155/2013;Berkas No. 251/2013 Selesai
125;125;09/01/2013;;DEAH RAYA;Syah Kuala;Peralihan Hak - Jual Beli;;;;154/2013;Berkas No. 248/2013 Selesai
126;126;09/01/2013;;MERDUATI;Kuta Raja;Peralihan Hak - Jual Beli;;;;153/2013;Berkas No. 246/2013 Selesai
127;127;09/01/2013;;LAMBHUK;Ulee Kareng;Peralihan Hak - Jual Beli;;;BE668327;152/2013;Berkas No. 247/2013 Selesai
128;128;09/01/2013;;BEURAWE;Kuta Alam;Peralihan Hak - Jual Beli;;;BH673639;151/2013;Berkas No. 245/2013 Selesai
129;129;09/01/2013;;MERDUATI;Kuta Raja;Peralihan Hak - Pewarisan;;;AL929317;150/2013;Berkas No. 242/2013 Selesai
130;130;09/01/2013;;PEULANGGAHAN;Kuta Raja;Peralihan Hak - Jual Beli;;;bh 672695;149/2013;Berkas No. 243/2013 Selesai
131;131;09/01/2013;;PEULANGGAHAN;Kuta Raja;Peralihan Hak - Jual Beli;;;-bh673429;147/2013;Berkas No. 241/2013 Selesai
132;132;09/01/2013;;PUNGE JURONG;Meuraxa;Peralihan Hak - Jual Beli;;;BH686622;145/2013;Berkas No. 240/2013 Selesai
133;133;09/01/2013;;PEUNITI;Baiturrahman;Peralihan Hak - Pewarisan;;;AG690272;136/2013;Berkas No. 230/2013 Selesai
134;134;09/01/2013;;LUENG BATA;Lueng Bata;Peralihan Hak - Jual Beli;;;BC 095765;133/2013;Berkas No. 228/2013 Selesai
135;135;09/01/2013;;LAKSANA;Kuta Alam;Peralihan Hak - Pembagian Hak Bersama;;;BH686911;176/2013;Berkas No. 264/2013 Selesai
136;136;09/01/2013;;PUNGE BLANG CUT;Jaya Baru;Sertipikat Pengganti Karena Hilang;01.01.08.09.02207;00047/2013;-bh726864;109/2013;Berkas No. 185/2013 Selesai
137;137;09/01/2013;;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;;;BE668093;209/2013;Berkas No. 309/2013 Selesai
138;138;09/01/2013;;KAMPUNG BARU;Baiturrahman;Peralihan Hak - Pembagian Hak Bersama;;;AV800224;210/2013;Berkas No. 311/2013 Selesai
139;139;09/01/2013;;KUTA ALAM;Kuta Alam;Peralihan Hak - Pembagian Hak Bersama;;;;211/2013;Berkas No. 313/2013 Selesai
140;140;09/01/2013;;LHONG RAYA;Banda Raya;Roya;01.01.07.01.;;0;227/2013;Berkas No. 333/2013 Selesai
141;141;10/01/2013;;CEURIH;Ulee Kareng;Hak Tanggungan;01.01.09.01.;;BC108484;;Berkas No. 141/2013 Selesai
142;142;10/01/2013;;LUENG BATA;Lueng Bata;Hak Tanggungan;01.01.06.01.;;BC108010;;Berkas No. 142/2013 Selesai
143;143;10/01/2013;;LAMBUNG;Meuraxa;Hak Tanggungan;-;;BC108010;;Berkas No. 152/2013 Selesai
144;144;10/01/2013;;KEUDAH;Kuta Raja;Hak Tanggungan;;;AZ052030;;Berkas No. 153/2013 Selesai
145;145;10/01/2013;;PUNGE BLANG CUT;Jaya Baru;Hak Tanggungan;01.01.08.09.00210;;AT592280;;Berkas No. 154/2013 Selesai
146;146;10/01/2013;;BEURAWE;Kuta Alam;Hak Tanggungan;01.01.01.03.00130;;726375;;Berkas No. 155/2013 Selesai
147;147;10/01/2013;;JEULINGKE;Syah Kuala;Hak Tanggungan;01.01.04.01.11255;;BH630687;;Berkas No. 156/2013 Selesai
148;148;10/01/2013;;LAMJAME;Jaya Baru;Hak Tanggungan;01.01.08.03.00789;;BH630730;;Berkas No. 166/2013 Selesai
149;149;10/01/2013;;IE MASEN KAYEE ADANG;Syah Kuala;Roya;;;0;223/2013;Berkas No. 327/2013 Selesai
150;150;10/01/2013;;LAMTEUMEN TIMUR;Jaya Baru;Peralihan Hak - Jual Beli;;;;222/2013;Berkas No. 325/2013 Selesai
151;151;10/01/2013;;LAMTEUMEN TIMUR;Jaya Baru;Peralihan Hak - Jual Beli;;;;221/2013;Berkas No. 324/2013 Selesai
152;152;10/01/2013;;BEURAWE;Kuta Alam;Roya;;;540190;229/2013;Berkas No. 337/2013 Selesai
153;153;10/01/2013;;MULIA;Kuta Alam;Roya;01.01.01.08.02057;;BE668974;226/2013;Berkas No. 332/2013 Selesai
154;154;10/01/2013;;LAMBARO SKEP;Kuta Alam;Roya;-;;ac673404;224/2013;Berkas No. 328/2013 Selesai
155;155;10/01/2013;;EMPEROM;Jaya Baru;Peralihan Hak - Jual Beli;;;4811003;199/2013;Berkas No. 302/2013 Selesai
156;156;10/01/2013;;LAM DOM;Lueng Bata;Peralihan Hak - Jual Beli;;;BH68624;200/2013;Berkas No. 303/2013 Selesai
157;157;10/01/2013;;MERDUATI;Kuta Raja;Peralihan Hak - Jual Beli;;;AE 009044;219/2013;Berkas No. 321/2013 Selesai
158;158;10/01/2013;;LHONG RAYA;Banda Raya;Peralihan Hak - Jual Beli;;;BH686917;216/2013;Berkas No. 318/2013 Selesai
159;159;10/01/2013;;MERDUATI;Kuta Raja;Peralihan Hak - Jual Beli;;;BH686916;215/2013;Berkas No. 317/2013 Selesai
160;160;10/01/2013;;ASOE NANGGROE;Meuraxa;Peralihan Hak - Jual Beli;;;AY993704;214/2013;Berkas No. 316/2013 Selesai
161;161;10/01/2013;;LAKSANA;Kuta Alam;Peralihan Hak - Pewarisan;;;;213/2013;Berkas No. 314/2013 Selesai
162;162;10/01/2013;;ATEUK JAWO;Baiturrahman;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.02.07.02318;00066/2013;BH 726846;5459/2012;Berkas No. 7809/2012 Selesai
163;163;10/01/2013;;ATEUK JAWO;Baiturrahman;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.02.07.02317;00067/2013;BH 726884;5374/2012;Berkas No. 7784/2012 Selesai
164;164;11/01/2013;;LAMTEUMEN TIMUR;Jaya Baru;Roya;01.01.08.06.01159;;0;254/2013;Berkas No. 380/2013 Selesai
165;165;11/01/2013;;JEULINGKE;Syah Kuala;Roya;01.01.04.01.00325;;AY843156;257/2013;Berkas No. 382/2013 Selesai
166;166;11/01/2013;;GEUCEU KOMPLEK;Banda Raya;Peralihan Hak - Jual Beli;;;0;260/2013;Berkas No. 388/2013 Selesai
167;167;11/01/2013;;LAMBARO SKEP;Kuta Alam;Peralihan Hak - Penetapan atau Putusan Pengadilan;;;0;246/2013;Berkas No. 370/2013 Selesai
168;168;11/01/2013;;GEUCEU KOMPLEK;Banda Raya;Peralihan Hak - Jual Beli;;;0;263/2013;Berkas No. 393/2013 Selesai
169;169;11/01/2013;;GEUCEU KOMPLEK;Banda Raya;Peralihan Hak - Jual Beli;;;0;262/2013;Berkas No. 392/2013 Selesai
170;170;11/01/2013;;MULIA;Kuta Alam;Peralihan Hak - Jual Beli;;;BH 673709;234/2013;Berkas No. 351/2013 Selesai
171;171;11/01/2013;;KAMPUNG BARU;Baiturrahman;Peralihan Hak - Jual Beli;;;3371944;238/2013;Berkas No. 356/2013 Selesai
172;172;11/01/2013;;KAMPUNG BARU;Baiturrahman;Peralihan Hak - Jual Beli;;;3371916;243/2013;Berkas No. 366/2013 Selesai
173;173;11/01/2013;;LAKSANA;Kuta Alam;Peralihan Hak - Jual Beli;;;BH686699;248/2013;Berkas No. 374/2013 Selesai
174;174;11/01/2013;;GEUCEU KOMPLEK;Banda Raya;Peralihan Hak - Jual Beli;;;0;261/2013;Berkas No. 390/2013 Selesai
175;175;11/01/2013;;GEUCEU KOMPLEK;Banda Raya;Peralihan Hak - Jual Beli;;;0;259/2013;Berkas No. 387/2013 Selesai
176;176;11/01/2013;;GEUCEU KOMPLEK;Banda Raya;Peralihan Hak - Jual Beli;;;0;258/2013;Berkas No. 385/2013 Selesai
177;177;11/01/2013;;GEUCEU KOMPLEK;Banda Raya;Peralihan Hak - Jual Beli;;;BH686648;256/2013;Berkas No. 383/2013 Selesai
178;178;11/01/2013;;BITAI;Jaya Baru;Peralihan Hak - Jual Beli;;;AY649137;273/2013;Berkas No. 403/2013 Selesai
179;179;11/01/2013;;ULEE PATA;Jaya Baru;Peralihan Hak - Jual Beli;;;AZ393384;255/2013;Berkas No. 381/2013 Selesai
180;180;11/01/2013;;LAMLAGANG;Banda Raya;Peralihan Hak - Jual Beli;;;BH686950;252/2013;Berkas No. 378/2013 Selesai
181;181;11/01/2013;;LAMTEH;Ulee Kareng;Peralihan Hak - Jual Beli;;;AM833676;250/2013;Berkas No. 376/2013 Selesai
182;184;11/01/2013;;LAMLAGANG;Banda Raya;Pemisahan Bidang;01.01.07.10.02358;00050/2013;AM833364;7179/2012;Berkas No. 10413/2012 Selesai
