32;32;02/01/2014;;LAMLAGANG;Banda Raya;Pemisahan Bidang;01.01.07.10.02444;00112/2013;AO544175;7712/2013;Berkas No. 11577/2013 Selesai
33;33;02/01/2014;;LAMTEH;Ulee Kareng;Pemisahan Bidang;01.01.09.02.02331;00120/2013;BH687060;7519/2013;Berkas No. 11281/2013 Selesai
34;34;02/01/2014;;PUNGE BLANG CUT;Jaya Baru;Pemisahan Bidang;01.01.08.09.02252;00076/2013;BA139718;7779/2013;Berkas No. 11679/2013 Selesai
35;35;02/01/2014;;PUNGE JURONG;Meuraxa;Pemisahan Bidang;01.01.03.01.02163;00033/2013;AY984908;7804/2013;Berkas No. 11736/2013 Selesai
36;36;03/01/2014;01010602102396;COT MESJID;Lueng Bata;Perubahan Hak Atas Tanah;01.01.06.02.;;AF 199009;52/2014;Berkas No. 81/2014 Selesai
37;37;03/01/2014;01010405110231;LAMGUGOB;Syah Kuala;Peralihan Hak - Pewarisan;;;AY988517;64/2014;Berkas No. 94/2014 Selesai
38;38;03/01/2014;;CEURIH;Ulee Kareng;Peralihan Hak - Jual Beli;;;0;63/2014;Berkas No. 93/2014 Selesai
39;39;03/01/2014;01010309100402;BLANG OI;Meuraxa;Peralihan Hak - Jual Beli;;;0;54/2014;Berkas No. 84/2014 Selesai
40;40;03/01/2014;01010710100597;LAMLAGANG;Banda Raya;Roya;;;AM833369;61/2014;Berkas No. 91/2014 Selesai
41;41;03/01/2014;01010105100313;KEURAMAT;Kuta Alam;Roya;01.01.01.05.02130;;0;62/2014;Berkas No. 92/2014 Selesai
42;42;03/01/2014;01010703100244;MIBO;Banda Raya;Roya;01.01.07.03.02315;;AL932191;53/2014;Berkas No. 83/2014 Selesai
43;43;03/01/2014;;KAMPUNG BARU;Baiturrahman;Peralihan Hak - Pembagian Hak Bersama;;;0;57/2014;Berkas No. 87/2014 Selesai
44;44;03/01/2014;01010204100008;KAMPUNG BARU;Baiturrahman;Peralihan Hak - Pembagian Hak Bersama;;;AM833429;60/2014;Berkas No. 90/2014 Selesai
45;45;03/01/2014;;BATOH;Lueng Bata;Roya;;;BH673369;65/2014;Berkas No. 96/2014 Selesai
46;46;03/01/2014;01010316100469;LAMPASEH ACEH;Meuraxa;Roya;01.01.03.16.00192;;AS306084;67/2014;Berkas No. 101/2014 Selesai
47;47;03/01/2014;01010316110173;LAMPASEH ACEH;Meuraxa;Roya;01.01.03.16.00463;;AY984383;66/2014;Berkas No. 98/2014 Selesai
48;48;03/01/2014;;BATOH;Lueng Bata;Peralihan Hak - Jual Beli;;;BH727494;68/2014;Berkas No. 105/2014 Selesai
49;49;06/01/2014;;LAMPULO;Kuta Alam;Peralihan Hak - Jual Beli;;;0;71/2014;Berkas No. 122/2014 Selesai
50;50;06/01/2014;01010108100032;MULIA;Kuta Alam;Peralihan Hak - Jual Beli;;;4615293;86/2014;Berkas No. 144/2014 Selesai
51;51;06/01/2014;;LAMPULO;Kuta Alam;Peralihan Hak - Jual Beli;;;0;72/2014;Berkas No. 123/2014 Selesai
52;52;06/01/2014;;BEURAWE;Kuta Alam;Peralihan Hak - Jual Beli;;;AY 997026;90/2014;Berkas No. 149/2014 Selesai
53;53;06/01/2014;;LHONG CUT;Banda Raya;Peralihan Hak - Jual Beli;;;0;100/2014;Berkas No. 159/2014 Selesai
54;54;06/01/2014;01010204100880;KAMPUNG BARU;Baiturrahman;Peralihan Hak - Jual Beli;;;0;95/2014;Berkas No. 152/2014 Selesai
55;55;06/01/2014;01010405100406;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;;;0;92/2014;Berkas No. 3/2014 Selesai
56;56;06/01/2014;01010703100175;MIBO;Banda Raya;Roya;;;0;93/2014;Berkas No. 153/2014 Selesai
57;57;06/01/2014;01010208102108;NEUSU ACEH;Baiturrahman;Roya;;;BA147783;87/2014;Berkas No. 142/2014 Selesai
58;58;06/01/2014;01010709102030;GEUCEU KOMPLEK;Banda Raya;Roya;01.01.07.09.02025;;AY651442;74/2014;Berkas No. 128/2014 Selesai
59;59;06/01/2014;01010502110333;PEULANGGAHAN;Kuta Raja;Roya;01.01.05.02.01001;;BH672255;77/2014;Berkas No. 133/2014 Selesai
60;60;06/01/2014;01010201100041;ATEUK PAHLAWAN;Baiturrahman;Roya;;;6633138;80/2014;Berkas No. 138/2014 Selesai
61;61;06/01/2014;01010503100067;GAMPONG JAWA;Kuta Raja;Roya;01.01.05.03.02081;;0;88/2014;Berkas No. 147/2014 Selesai
62;62;06/01/2014;01010103102304;BEURAWE;Kuta Alam;Roya;;;BH629940;73/2014;Berkas No. 124/2014 Selesai
63;63;06/01/2014;01010204100875;KAMPUNG BARU;Baiturrahman;Roya;;;596219;94/2014;Berkas No. 154/2014 Selesai
64;64;06/01/2014;01010105100652;KEURAMAT;Kuta Alam;Roya;;;AV661338;96/2014;Berkas No. 155/2014 Selesai
65;65;06/01/2014;01010206100355;SEUTUI;Baiturrahman;Roya;01.01.02.06.02068;;0;97/2014;Berkas No. 156/2014 Selesai
66;66;06/01/2014;01010808102027;GEUCEU MEUNARA;Jaya Baru;Roya;;;0;98/2014;Berkas No. 157/2014 Selesai
67;67;06/01/2014;01010904102130;ILIE;Ulee Kareng;Roya;01.01.09.04.02104;;bc095185;99/2014;Berkas No. 158/2014 Selesai
68;68;06/01/2014;;NEUSU ACEH;Baiturrahman;Peralihan Hak - Jual Beli;;;BH762040;69/2014;Berkas No. 119/2014 Selesai
69;69;06/01/2014;01010706102007;PEUNYEURAT;Banda Raya;Peralihan Hak - Jual Beli;;;AX383267;85/2014;Berkas No. 146/2014 Selesai
70;70;06/01/2014;01010406110145;PINEUNG;Syah Kuala;Peralihan Hak - Jual Beli;;;ay988411;83/2014;Berkas No. 143/2014 Selesai
71;71;06/01/2014;01010407102038;IE MASEN KAYEE ADANG;Syah Kuala;Peralihan Hak - Pewarisan;;;990228;82/2014;Berkas No. 141/2014 Selesai
72;72;07/01/2014;01010809110087;PUNGE BLANG CUT;Jaya Baru;Roya;01.01.08.09.00520;;0;148/2014;Berkas No. 206/2014 Selesai
73;73;07/01/2014;01010606100241;BATOH;Lueng Bata;Roya;01.01.06.06.02761;;0;128/2014;Berkas No. 188/2014 Selesai
74;74;07/01/2014;01010605100076;LAMSEUPEUNG;Lueng Bata;Roya;;;0;149/2014;Berkas No. 207/2014 Selesai
75;75;07/01/2014;01010316100229;LAMPASEH ACEH;Meuraxa;Roya;01.01.03.16.01006;;0;139/2014;Berkas No. 197/2014 Selesai
76;76;07/01/2014;01010106100008;LAKSANA;Kuta Alam;Roya;;;3371868;129/2014;Berkas No. 189/2014 Selesai
77;77;07/01/2014;01010605100107;LAMSEUPEUNG;Lueng Bata;Roya;01.01.06.05.02173;;0;147/2014;Berkas No. 205/2014 Selesai
78;78;07/01/2014;01010405101458;LAMGUGOB;Syah Kuala;Roya;01.01.04.05.00681;;AV79800;114/2014;Berkas No. 173/2014 Selesai
79;79;07/01/2014;01010205100227;SUKARAMAI;Baiturrahman;Roya;;;6721528;120/2014;Berkas No. 179/2014 Selesai
80;80;07/01/2014;01010206100415;SEUTUI;Baiturrahman;Roya;01.01.02.06.00089;;AL948852;122/2014;Berkas No. 181/2014 Selesai
81;81;07/01/2014;01010205100141;SUKARAMAI;Baiturrahman;Roya;01.01.02.05.00145;;AU658271;123/2014;Berkas No. 182/2014 Selesai
82;82;07/01/2014;01010105102016;KEURAMAT;Kuta Alam;Roya;;;AY989817;124/2014;Berkas No. 183/2014 Selesai
83;83;07/01/2014;01010701102138;LHONG RAYA;Banda Raya;Peralihan Hak - Jual Beli;;;0;117/2014;Berkas No. 176/2014 Selesai
84;84;07/01/2014;01010316110281;LAMPASEH ACEH;Meuraxa;Peralihan Hak - Jual Beli;;;AY001584;145/2014;Berkas No. 203/2014 Selesai
85;85;07/01/2014;01010407100306;IE MASEN KAYEE ADANG;Syah Kuala;Peralihan Hak - Jual Beli;;;;143/2014;Berkas No. 201/2014 Selesai
86;86;07/01/2014;01010209100109;ATEUK MUNJENG;Baiturrahman;Peralihan Hak - Jual Beli;;;0;113/2014;Berkas No. 172/2014 Selesai
87;87;07/01/2014;01010407100135;IE MASEN KAYEE ADANG;Syah Kuala;Peralihan Hak - Jual Beli;;;;142/2014;Berkas No. 200/2014 Selesai
88;88;07/01/2014;01010710100553;LAMLAGANG;Banda Raya;Peralihan Hak - Pewarisan;;;AL948459;146/2014;Berkas No. 204/2014 Selesai
89;89;07/01/2014;01010706102065;PEUNYEURAT;Banda Raya;Peralihan Hak - Penetapan atau Putusan Pengadilan;;;0;130/2014;Berkas No. 190/2014 Selesai
90;90;07/01/2014;01010809110687;PUNGE BLANG CUT;Jaya Baru;Peralihan Hak - Jual Beli;;;0;136/2014;Berkas No. 194/2014 Selesai
91;91;07/01/2014;01010204100608;KAMPUNG BARU;Baiturrahman;Peralihan Hak - Pewarisan;;;0;144/2014;Berkas No. 202/2014 Selesai
92;92;07/01/2014;01010111110156;LAMBARO SKEP;Kuta Alam;Peralihan Hak - Pewarisan;;;0;131/2014;Berkas No. 187/2014 Selesai
93;93;07/01/2014;01010314110218;GAMPONG BARO;Meuraxa;Peralihan Hak - Pewarisan;;;0;115/2014;Berkas No. 174/2014 Selesai
94;94;08/01/2014;01010204110048;KAMPUNG BARU;Baiturrahman;Perubahan Hak Atas Tanah;01.01.02.04.;;AE 008772;150/2014;Berkas No. 210/2014 Selesai
95;95;08/01/2014;01010101100040;KOTA BARU;Kuta Alam;Sertipikat Pengganti Karena Blanko Lama;01.01.01.01.02038;00011/2014;4812244;5/2014;Berkas No. 6/2014 Selesai
96;96;08/01/2014;01010503100068;GAMPONG JAWA;Kuta Raja;Sertipikat Pengganti Karena Rusak;01.01.05.03.02080;00036/2014;0;4/2014;Berkas No. 5/2014 Selesai
97;97;08/01/2014;;GAMPONG PIE;Meuraxa;Sertipikat Pengganti Karena Hilang;01.01.03.07.00285;00012/2014;-000;1/2014;Berkas No. 1/2014 Selesai
98;98;08/01/2014;;JEULINGKE;Syah Kuala;Sertipikat Pengganti Karena Hilang;01.01.04.01.11372;00053/2014;000;2/2014;Berkas No. 2/2014 Selesai
99;99;08/01/2014;;JEULINGKE;Syah Kuala;Sertipikat Pengganti Karena Hilang;01.01.04.01.11373;00054/2014;-000;3/2014;Berkas No. 4/2014 Selesai
100;100;08/01/2014;;CEURIH;Ulee Kareng;Hak Tanggungan;;;BH647289;49/2014;Berkas No. 73/2014 Selesai
101;101;08/01/2014;;LAMPASEH KOTA;Kuta Raja;Hak Tanggungan;01.01.05.06.00357;;AY845862;50/2014;Berkas No. 75/2014 Selesai
102;102;08/01/2014;01010201100031;ATEUK PAHLAWAN;Baiturrahman;Roya;;;6548070;183/2014;Berkas No. 257/2014 Selesai
103;103;08/01/2014;01010903100076;LAMBHUK;Ulee Kareng;Roya;01.01.09.03.02693;;6635616;174/2014;Berkas No. 108/2014 Selesai
104;104;08/01/2014;01010301110572;PUNGE JURONG;Meuraxa;Roya;;;AZ391433;182/2014;Berkas No. 256/2014 Selesai
105;105;08/01/2014;01010710100623;LAMLAGANG;Banda Raya;Roya;;;AO539663;173/2014;Berkas No. 238/2014 Selesai
106;106;08/01/2014;01010701100474;LHONG RAYA;Banda Raya;Roya;;;AV798586;172/2014;Berkas No. 247/2014 Selesai
107;107;08/01/2014;01010206100254;SEUTUI;Baiturrahman;Roya;01.01.02.06.02069;;0;171/2014;Berkas No. 234/2014 Selesai
108;108;08/01/2014;01010710100614;LAMLAGANG;Banda Raya;Roya;01.01.07.10.00136;;AM834191;170/2014;Berkas No. 232/2014 Selesai
109;109;08/01/2014;01010201102092;ATEUK PAHLAWAN;Baiturrahman;Roya;01.01.02.01.02102;;BA271071;184/2014;Berkas No. 258/2014 Selesai
110;110;08/01/2014;01010506110081;LAMPASEH KOTA;Kuta Raja;Roya;01.01.05.06.00256;;AY845827;167/2014;Berkas No. 228/2014 Selesai
111;111;08/01/2014;01010309110391;BLANG OI;Meuraxa;Roya;01.01.03.09.00815;;AZ391367;185/2014;Berkas No. 259/2014 Selesai
112;112;08/01/2014;;NEUSU JAYA;Baiturrahman;Ganti Nadzir;;;-000;175/2014;Berkas No. 249/2014 Selesai
113;113;08/01/2014;;COT MESJID;Lueng Bata;Peralihan Hak - Jual Beli;;;0;166/2014;Berkas No. 224/2014 Selesai
114;114;08/01/2014;;IE MASEN KAYEE ADANG;Syah Kuala;Peralihan Hak - Jual Beli;;;BH761043;176/2014;Berkas No. 250/2014 Selesai
115;115;08/01/2014;01010316100479;LAMPASEH ACEH;Meuraxa;Peralihan Hak - Pewarisan;;;AT596331;181/2014;Berkas No. 255/2014 Selesai
116;116;08/01/2014;01010605102052;LAMSEUPEUNG;Lueng Bata;Peralihan Hak - Jual Beli;;;BA208429;177/2014;Berkas No. 251/2014 Selesai
117;117;09/01/2014;00006/2014;LUENG BATA;Lueng Bata;Hak Tanggungan;01.01.06.01.02416;;0;55/2014;Berkas No. 85/2014 Selesai
118;118;09/01/2014;00005/2014;COT LAM KUWEUH;Meuraxa;Hak Tanggungan;01.01.03.08.00606;;bh 761444;56/2014;Berkas No. 86/2014 Selesai
119;119;09/01/2014;00004/2014;LAMBHUK;Ulee Kareng;Hak Tanggungan;;;0;58/2014;Berkas No. 88/2014 Selesai
120;120;09/01/2014;00003/2014;ATEUK PAHLAWAN;Baiturrahman;Hak Tanggungan;;;BH762029;59/2014;Berkas No. 89/2014 Selesai
121;121;09/01/2014;;PINEUNG;Syah Kuala;Peralihan Hak - Jual Beli;;;BH761783;211/2014;Berkas No. 284/2014 Selesai
122;122;09/01/2014;01010312110020;ASOE NANGGROE;Meuraxa;Peralihan Hak - Jual Beli;;;AY646052;208/2014;Berkas No. 280/2014 Selesai
123;123;09/01/2014;01010307100075;GAMPONG PIE;Meuraxa;Peralihan Hak - Jual Beli;;;0;210/2014;Berkas No. 283/2014 Selesai
124;124;09/01/2014;;LAMPULO;Kuta Alam;Peralihan Hak - Jual Beli;;;0;198/2014;Berkas No. 271/2014 Selesai
125;125;09/01/2014;01010209100005;ATEUK MUNJENG;Baiturrahman;Peralihan Hak - Pewarisan;;;6541943;224/2014;Berkas No. 304/2014 Selesai
126;126;09/01/2014;;BANDAR BARU;Kuta Alam;Pemisahan Bidang;01.01.01.02.02130;00022/2013;0;7773/2013;Berkas No. 11673/2013 Selesai
127;127;09/01/2014;;BANDAR BARU;Kuta Alam;Pemisahan Bidang;01.01.01.02.02129;00021/2013;0;7774/2013;Berkas No. 11673/2013 Selesai
128;128;09/01/2014;01010506110277;LAMPASEH KOTA;Kuta Raja;Roya;01.01.05.06.00370;;AY992864;214/2014;Berkas No. 292/2014 Selesai
129;129;09/01/2014;;LAMBHUK;Ulee Kareng;Pemisahan Bidang;01.01.09.03.02692;00097/2013;BH629923;7809/2013;Berkas No. 11744/2013 Selesai
130;130;09/01/2014;;LAMBHUK;Ulee Kareng;Pemisahan Bidang;01.01.09.03.02691;00096/2013;-;7810/2013;Berkas No. 11744/2013 Selesai
131;131;09/01/2014;01010105102175;KEURAMAT;Kuta Alam;Peralihan Hak - Jual Beli;;;BH647404;212/2014;Berkas No. 288/2014 Selesai
132;132;09/01/2014;;LAMPULO;Kuta Alam;Pemisahan Bidang;01.01.01.09.02136;00066/2014;AY989247;7803/2013;Berkas No. 11735/2013 Selesai
133;133;09/01/2014;;LAMPASEH ACEH;Meuraxa;Peralihan Hak - Jual Beli;;;BH761348;191/2014;Berkas No. 264/2014 Selesai
134;134;09/01/2014;;GEUCEU MEUNARA;Jaya Baru;Pemisahan Bidang;01.01.08.08.02063;00018/2014;0;35/2014;Berkas No. 45/2014 Selesai
135;135;09/01/2014;01010109110990;LAMPULO;Kuta Alam;Roya;01.01.01.09.02024;;BE668600;203/2014;Berkas No. 276/2014 Selesai
136;136;09/01/2014;01010109110991;LAMPULO;Kuta Alam;Roya;01.01.01.09.02025;;BE668599;204/2014;Berkas No. 276/2014 Selesai
137;137;09/01/2014;;LAMTEUMEN TIMUR;Jaya Baru;Pemisahan Bidang;01.01.08.06.02257;00115/2014;BH727042;28/2014;Berkas No. 35/2014 Selesai
138;138;09/01/2014;01010504100126;GAMPONG PANDE;Kuta Raja;Peralihan Hak - Penetapan atau Putusan Pengadilan;;;AJ054342;226/2014;Berkas No. 306/2014 Selesai
139;139;09/01/2014;;LAMGUGOB;Syah Kuala;Pemisahan Bidang;01.01.04.05.02387;00123/2014;0;7485/2013;Berkas No. 11239/2013 Selesai
140;140;09/01/2014;01010205100310;SUKARAMAI;Baiturrahman;Roya;;;6548127;207/2014;Berkas No. 279/2014 Selesai
141;141;09/01/2014;01010208102107;NEUSU ACEH;Baiturrahman;Peralihan Hak - Hibah;;;-0;199/2014;Berkas No. 272/2014 Selesai
142;142;09/01/2014;01010505110012;MERDUATI;Kuta Raja;Roya;;;AY992227;229/2014;Berkas No. 310/2014 Selesai
143;143;09/01/2014;;DEAH GLUMPANG;Meuraxa;Pemisahan Bidang;01.01.03.03.00381;00020/2013;AY647728;3474/2013;Berkas No. 5169/2013 Selesai
144;144;09/01/2014;01010107100747;PEUNAYONG;Kuta Alam;Roya;;;0;232/2014;Berkas No. 312/2014 Selesai
145;145;09/01/2014;01010201102165;ATEUK PAHLAWAN;Baiturrahman;Roya;01.01.02.01.02175;;BE658778;217/2014;Berkas No. 296/2014 Selesai
146;146;09/01/2014;01010602100424;COT MESJID;Lueng Bata;Roya;01.01.06.02.02420;;0;206/2014;Berkas No. 278/2014 Selesai
147;147;09/01/2014;;ILIE;Ulee Kareng;Pemisahan Bidang;01.01.09.04.02467;00123/2013;BE668494;7672/2013;Berkas No. 11512/2013 Selesai
148;148;09/01/2014;01010608100156;LAM DOM;Lueng Bata;Roya;;;0;205/2014;Berkas No. 277/2014 Selesai
149;149;09/01/2014;01010601102042;LUENG BATA;Lueng Bata;Roya;01.01.06.01.02031;;AY989997;231/2014;Berkas No. 311/2014 Selesai
150;150;09/01/2014;;LAMPEUOT;Banda Raya;Pemisahan Bidang;01.01.07.02.02127;00017/2013;ba208016;7673/2013;Berkas No. 11515/2013 Selesai
151;151;09/01/2014;01010401100545;JEULINGKE;Syah Kuala;Roya;01.01.04.01.11390;;7271698;228/2014;Berkas No. 308/2014 Selesai
152;152;09/01/2014;;SURIEN;Meuraxa;Pemisahan Bidang;01.01.03.13.02125;00056/2014;BA207768;104/2014;Berkas No. 165/2014 Selesai
153;153;09/01/2014;01010111100131;LAMBARO SKEP;Kuta Alam;Roya;;;0;223/2014;Berkas No. 303/2014 Selesai
154;154;09/01/2014;01010606100664;BATOH;Lueng Bata;Peralihan Hak - Penetapan atau Putusan Pengadilan;;;AT591696;192/2014;Berkas No. 265/2014 Selesai
155;155;09/01/2014;;BITAI;Jaya Baru;Pemisahan Bidang;01.01.08.04.02051;00021/2014;AY648901;103/2014;Berkas No. 164/2014 Selesai
156;156;09/01/2014;;LAMTEUMEN TIMUR;Jaya Baru;Pemisahan Bidang;01.01.08.06.02259;00116/2014;0;109/2014;Berkas No. 170/2014 Selesai
157;157;09/01/2014;;PEURADA;Syah Kuala;Peralihan Hak - Penetapan atau Putusan Pengadilan;;;-bh672650;190/2014;Berkas No. 263/2014 Selesai
158;158;09/01/2014;01010601102185;LUENG BATA;Lueng Bata;Peralihan Hak - Pewarisan;;;0;194/2014;Berkas No. 267/2014 Selesai
159;159;09/01/2014;;LAMBHUK;Ulee Kareng;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01.01.09.03.02659;00076/2013;BH761613;4353/2013;Berkas No. 6496/2013 Selesai
160;160;09/01/2014;;MIBO;Banda Raya;Pemisahan Bidang;01.01.07.03.02317;00043/2014;AL932168;7684/2013;Berkas No. 11532/2013 Selesai
161;161;10/01/2014;01010202100066;PEUNITI;Baiturrahman;Roya;;;0;13/2014;Berkas No. 25/2014 Selesai
162;162;10/01/2014;01010202100067;PEUNITI;Baiturrahman;Roya;;;0;14/2014;Berkas No. 25/2014 Selesai
163;163;10/01/2014;01010202102001;PEUNITI;Baiturrahman;Roya;;;0;15/2014;Berkas No. 25/2014 Selesai
164;164;10/01/2014;;PEURADA;Syah Kuala;Roya;;;BH727290;242/2014;Berkas No. 340/2014 Selesai
165;165;10/01/2014;01010602100060;COT MESJID;Lueng Bata;Roya;;;0;251/2014;Berkas No. 355/2014 Selesai
166;166;10/01/2014;01010107300880;PEUNAYONG;Kuta Alam;Roya;;;0;250/2014;Berkas No. 354/2014 Selesai
167;167;10/01/2014;01010201100255;ATEUK PAHLAWAN;Baiturrahman;Roya;;;0;248/2014;Berkas No. 351/2014 Selesai
168;168;10/01/2014;01010201100223;ATEUK PAHLAWAN;Baiturrahman;Roya;;;0;249/2014;Berkas No. 352/2014 Selesai
169;169;10/01/2014;01010407102055;IE MASEN KAYEE ADANG;Syah Kuala;Roya;;;0;247/2014;Berkas No. 348/2014 Selesai
170;170;10/01/2014;;LAMGLUMPANG;Ulee Kareng;Peralihan Hak - Jual Beli;;;BH761362;244/2014;Berkas No. 343/2014 Selesai
171;172;13/01/2014;;PUNGE JURONG;Meuraxa;Hak Tanggungan;;;BH630042;70/2014;Berkas No. 120/2014 Selesai
172;173;13/01/2014;;PEUNITI;Baiturrahman;Hak Tanggungan;;;DF533546;84/2014;Berkas No. 145/2014 Selesai
173;174;13/01/2014;;LUENG BATA;Lueng Bata;Hak Tanggungan;01.01.06.01.00245;;AT596477;89/2014;Berkas No. 148/2014 Selesai
174;175;13/01/2014;;EMPEROM;Jaya Baru;Hak Tanggungan;;;0;91/2014;Berkas No. 151/2014 Selesai
175;176;13/01/2014;;PUNGE JURONG;Meuraxa;Hak Tanggungan;;;AY 985155;116/2014;Berkas No. 175/2014 Selesai
176;177;13/01/2014;;LAMPOH DAYA;Jaya Baru;Hak Tanggungan;;;BH672619;118/2014;Berkas No. 177/2014 Selesai
177;178;13/01/2014;;LHONG RAYA;Banda Raya;Hak Tanggungan;01.01.07.01.02378;;0;119/2014;Berkas No. 178/2014 Selesai
178;179;13/01/2014;;PANGO DEAH;Ulee Kareng;Hak Tanggungan;;;0;121/2014;Berkas No. 180/2014 Selesai
179;180;13/01/2014;;LAMLAGANG;Banda Raya;Hak Tanggungan;;;BH761287;125/2014;Berkas No. 184/2014 Selesai
180;181;13/01/2014;;KUTA ALAM;Kuta Alam;Hak Tanggungan;01.01.01.04.00157;;0;126/2014;Berkas No. 185/2014 Selesai
181;182;13/01/2014;;KUTA ALAM;Kuta Alam;Hak Tanggungan;01.01.01.04.00172;;0;127/2014;Berkas No. 186/2014 Selesai
182;183;13/01/2014;;MULIA;Kuta Alam;Hak Tanggungan;;;0;132/2014;Berkas No. 191/2014 Selesai
183;184;13/01/2014;;LHONG RAYA;Banda Raya;Hak Tanggungan;;;BH762229;133/2014;Berkas No. 192/2014 Selesai
184;185;13/01/2014;;LAMGLUMPANG;Ulee Kareng;Hak Tanggungan;01.01.09.07.02210;;BH630467;135/2014;Berkas No. 193/2014 Selesai
185;186;13/01/2014;;GEUCEU MEUNARA;Jaya Baru;Hak Tanggungan;01.01.08.08.02064;;0;137/2014;Berkas No. 195/2014 Selesai
