1400;2050;07/04/2014;01010703102292;MIBO;Banda Raya;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010703.02313;SU.00042/2013;;6672/2013;
1401;2051;07/04/2014;01010601102364;LUENG BATA;Lueng Bata;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010601.02414;SU.00096/2013;;7737/2013;
1402;2052;07/04/2014;01010606102731;BATOH;Lueng Bata;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010606.02764;SU.00197/2014;;187/2014;
1403;2053;07/04/2014;01010409110582;RUKOH;Syah Kuala;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010409.02264;SU.00107/2014;;134/2014;
1404;2054;08/04/2014;00425/2014;LAMTEH;Ulee Kareng;Hak Tanggungan;;;;2341/2014;
1405;2055;08/04/2014;00424/2014;PEULANGGAHAN;Kuta Raja;Hak Tanggungan;;;;2342/2014;
1406;2056;08/04/2014;00426/2014;KAMPUNG BARU;Baiturrahman;Hak Tanggungan;;;;2343/2014;
1407;2057;08/04/2014;00423/2014;SUKARAMAI;Baiturrahman;Hak Tanggungan;;;;2353/2014;
1408;2058;08/04/2014;00422/2014;PEURADA;Syah Kuala;Hak Tanggungan;;;;2354/2014;
1409;2059;08/04/2014;00421/2014;KAMPUNG BARU;Baiturrahman;Hak Tanggungan;;;;2355/2014;
1410;2060;08/04/2014;01010908100215;IE MASEN ULEE KARENG;Ulee Kareng;Peralihan Hak - Jual Beli;01010908.02344;SU.00053/1998;;2482/2014;
1411;2061;08/04/2014;01010804110152;BITAI;Jaya Baru;Peralihan Hak - Pembagian Hak Bersama;01010804.00153;SU.00153/2005;;2435/2014;
1412;2062;08/04/2014;01010102102179;BANDAR BARU;Kuta Alam;Peralihan Hak - Pembagian Hak Bersama;01010102.02138;SU.00028/2014;;2446/2014;
1413;2063;08/04/2014;01010505100371;MERDUATI;Kuta Raja;Peralihan Hak - Pewarisan;01010505.02157;SU.00007/1998;;2444/2014;
1414;2064;08/04/2014;01010406100586;PINEUNG;Syah Kuala;Peralihan Hak - Jual Beli;01010406.00281;SU.00071/2002;;2439/2014;
1415;2065;08/04/2014;01010506110436;LAMPASEH KOTA;Kuta Raja;Peralihan Hak - Jual Beli;01010506.02052;SU.00016/2012;;2443/2014;
1416;2066;08/04/2014;01010109100864;LAMPULO;Kuta Alam;Peralihan Hak - Jual Beli;01010109.00095;SU.00009/2000;;2436/2014;
1417;2067;08/04/2014;01010905102241;PANGO DEAH;Ulee Kareng;Peralihan Hak - Jual Beli;01010905.02246;SU.00067/2013;;2442/2014;
1418;2068;08/04/2014;01010608102393;LAM DOM;Lueng Bata;Peralihan Hak - Jual Beli;01010608.02427;SU.00110/2014;;2440/2014;
1419;2069;08/04/2014;01010409100166;RUKOH;Syah Kuala;Peralihan Hak - Jual Beli;01010409.02278;GS.00094/1991;;2481/2014;
1420;2070;08/04/2014;01010409100164;RUKOH;Syah Kuala;Peralihan Hak - Jual Beli;01010409.02279;GS.00092/1991;;2474/2014;
1421;2071;08/04/2014;01010401110122;JEULINGKE;Syah Kuala;Roya;01010401.11404;SU.00122/2005;;2448/2014;
1422;2072;08/04/2014;01010209100139;ATEUK MUNJENG;Baiturrahman;Roya;01010209.00072;SU.00013/2001;;2477/2014;
1423;2073;08/04/2014;01010315110181;PUNGE UJONG;Meuraxa;Roya;01010315.00220;SU.00181/2005;;2445/2014;
1424;2074;08/04/2014;01010803100122;LAMJAME;Jaya Baru;Roya;01010803.00863;SU.00008/1998;;2451/2014;
1425;2075;08/04/2014;01010505110275;MERDUATI;Kuta Raja;Roya;01010505.02027;SU.00004/2011;;2455/2014;
1426;2076;08/04/2014;01010102100010;BANDAR BARU;Kuta Alam;Roya;01010102.00259;GS.00090/1974;;2464/2014;
1427;2077;08/04/2014;01010203102055;NEUSU JAYA;Baiturrahman;Perubahan Hak Atas Tanah;01010203.02084;SU.00010/2013;;2470/2014;
1428;2078;10/04/2014;01010205100317;SUKARAMAI;Baiturrahman;Peralihan Hak - Pewarisan;01010205.02123;GS.00305/1981;;2510/2014;
1429;2079;10/04/2014;01010710102146;LAMLAGANG;Banda Raya;Peralihan Hak - Pewarisan;01010710.02155;SU.00006/2008;;2508/2014;
1430;2080;10/04/2014;01010106100063;LAKSANA;Kuta Alam;Peralihan Hak - Pewarisan;01010106.02177;SU.00044/2014;;2490/2014;
1431;2081;10/04/2014;01010902102238;LAMTEH;Ulee Kareng;Peralihan Hak - Jual Beli;01010902.02265;SU.00038/2012;;2491/2014;
1432;2082;10/04/2014;01010606102728;BATOH;Lueng Bata;Peralihan Hak - Jual Beli;01010606.02778;SU.00209/2014;;2496/2014;
1433;2083;10/04/2014;01010606102729;BATOH;Lueng Bata;Peralihan Hak - Jual Beli;01010606.02779;SU.00210/2014;;2497/2014;
1434;2084;10/04/2014;01010110100095;LAMDINGIN;Kuta Alam;Peralihan Hak - Jual Beli;01010110.02072;GS.00006/1986;;2498/2014;
1435;2085;10/04/2014;01010110100111;LAMDINGIN;Kuta Alam;Peralihan Hak - Jual Beli;01010110.02068;GS.00006/1992;;2499/2014;
1436;2086;10/04/2014;01010706102265;PEUNYEURAT;Banda Raya;Peralihan Hak - Jual Beli;01010706.02285;SU.00111/2013;;2502/2014;
1437;2087;10/04/2014;01010207100155;ATEUK JAWO;Baiturrahman;Peralihan Hak - Jual Beli;01010207.02314;GS.02606/1997;;2504/2014;
1438;2088;10/04/2014;01010207102366;ATEUK JAWO;Baiturrahman;Peralihan Hak - Jual Beli;01010207.02385;SU.00101/2013;;2503/2014;
1439;2089;10/04/2014;01010110110467;LAMDINGIN;Kuta Alam;Peralihan Hak - Jual Beli;01010110.00990;SU.00699/2006;;2512/2014;
1440;2090;10/04/2014;01010409110577;RUKOH;Syah Kuala;Peralihan Hak - Jual Beli;01010409.02271;SU.00113/2014;;2507/2014;
1441;2091;10/04/2014;01010316100400;LAMPASEH ACEH;Meuraxa;Peralihan Hak - Jual Beli;01010316.00110;SU.00028/2001;;2488/2014;
1442;2092;10/04/2014;01010909102105;DOY;Ulee Kareng;Roya;01010909.02112;SU.00010/2009;;2489/2014;
1443;2093;10/04/2014;01010107100100;PEUNAYONG;Kuta Alam;Roya;01010107.02353;GS.00362/1980;;2506/2014;
1444;2094;10/04/2014;01010602102428;COT MESJID;Lueng Bata;Perubahan Hak Atas Tanah;01010602.;SU.01158/1994;;2493/2014;
1445;2095;10/04/2014;01010602102427;COT MESJID;Lueng Bata;Perubahan Hak Atas Tanah;01010602.;GS.00743/1995;;2487/2014;
1446;2096;10/04/2014;00427/2014;LAMLAGANG;Banda Raya;Hak Tanggungan;;;;2375/2014;
1447;2097;10/04/2014;00428/2014;LAM DOM;Lueng Bata;Hak Tanggungan;;;;2378/2014;
1448;2098;10/04/2014;00429/2014;LAKSANA;Kuta Alam;Hak Tanggungan;;;;2379/2014;
1449;2099;10/04/2014;00430/2014;LAMPASEH ACEH;Meuraxa;Hak Tanggungan;;;;2380/2014;
1450;2100;10/04/2014;00432/2014;ALUE DEAH TEUNGOH;Meuraxa;Hak Tanggungan;;;;2382/2014;
1451;2101;10/04/2014;00431/2014;MERDUATI;Kuta Raja;Hak Tanggungan;;;;2388/2014;
1452;2102;10/04/2014;00440/2014;IE MASEN KAYEE ADANG;Syah Kuala;Hak Tanggungan;;;;2398/2014;
1453;2103;10/04/2014;00433/2014;LHONG RAYA;Banda Raya;Hak Tanggungan;;;;2399/2014;
1454;2104;10/04/2014;00434/2014;LAMLAGANG;Banda Raya;Hak Tanggungan;;;;2407/2014;
1455;2105;10/04/2014;00435/2014;LAMTEH;Ulee Kareng;Hak Tanggungan;;;;2409/2014;
1456;2106;10/04/2014;00436/2014;PUNGE JURONG;Meuraxa;Hak Tanggungan;;;;2410/2014;
1457;2107;10/04/2014;00437/2014;MERDUATI;Kuta Raja;Hak Tanggungan;;;;2412/2014;
1458;2108;10/04/2014;00438/2014;PUNGE UJONG;Meuraxa;Hak Tanggungan;;;;2414/2014;
1459;2109;10/04/2014;00439/2014;PINEUNG;Syah Kuala;Hak Tanggungan;;;;2417/2014;
1460;2110;10/04/2014;01010701102390;LHONG RAYA;Banda Raya;Pemisahan Bidang;01010701.02441;SU.00075/2014;;1232/2014;
1461;2111;10/04/2014;01010303110198;DEAH GLUMPANG;Meuraxa;Pemisahan Bidang;01010303.00383;SU.00021/2014;;1946/2014;
1462;2112;10/04/2014;01010709400001;GEUCEU KOMPLEK;Banda Raya;Ganti Nama;01010709.02231;GT.00165/1981;;2419/2014;
1463;2113;10/04/2014;01010204400018;KAMPUNG BARU;Baiturrahman;Ganti Nama;01010204.02238;GS.00090/1984;;2484/2014;
1464;2114;10/04/2014;01010407102417;IE MASEN KAYEE ADANG;Syah Kuala;Pemisahan Bidang;01010407.02486;SU.00208/2014;;1533/2014;
1465;2115;10/04/2014;01010202102204;PEUNITI;Baiturrahman;Pemisahan Bidang;01010202.02244;SU.00046/2014;;2222/2014;
1466;2116;10/04/2014;01010312110280;ASOE NANGGROE;Meuraxa;Pemisahan Bidang;01010312.00350;SU.00015/2014;;2107/2014;
1467;2117;10/04/2014;01010313110270;SURIEN;Meuraxa;Penggabungan Bidang;01010313.02133;SU.00064/2014;;2105/2014;
1468;2118;10/04/2014;01010203102056;NEUSU JAYA;Baiturrahman;Pemisahan Bidang;01010203.02088;SU.00013/2014;;1824/2014;
1469;2119;10/04/2014;01010604102260;BLANGCUT;Lueng Bata;Pemisahan Bidang;01010604.02311;SU.00068/2014;;2109/2014;
1470;2120;10/04/2014;01010902102329;LAMTEH;Ulee Kareng;Pemisahan Bidang;01010902.02351;SU.00139/2014;;2369/2014;
1471;2121;10/04/2014;01010902102330;LAMTEH;Ulee Kareng;Pemisahan Bidang;01010902.02352;SU.00140/2014;;2370/2014;
1472;2122;10/04/2014;01010902102331;LAMTEH;Ulee Kareng;Pemisahan Bidang;01010902.02353;SU.00141/2014;;2371/2014;
1473;2123;10/04/2014;01010608102400;LAM DOM;Lueng Bata;Pemisahan Bidang;01010608.02441;SU.00116/2014;;1947/2014;
1474;2124;10/04/2014;01010608102401;LAM DOM;Lueng Bata;Pemisahan Bidang;01010608.02442;SU.00117/2014;;1948/2014;
1475;2125;10/04/2014;01010608102402;LAM DOM;Lueng Bata;Pemisahan Bidang;01010608.02443;SU.00118/2014;;1949/2014;
1476;2126;10/04/2014;01010608102403;LAM DOM;Lueng Bata;Penggabungan Bidang;01010608.02444;SU.00119/2014;;519/2014;
1477;2127;10/04/2014;01010103102532;BEURAWE;Kuta Alam;Pemisahan Bidang;01010103.02584;SU.00153/2014;;1704/2014;
1478;2128;10/04/2014;01010302110091;ULEE LHEUE;Meuraxa;Pemisahan Bidang;01010302.00568;SU.00024/2014;;1703/2014;
1479;2129;10/04/2014;01010401110837;JEULINGKE;Syah Kuala;Pemisahan Bidang;01010401.11400;SU.00057/2014;;2225/2014;
1480;2130;11/04/2014;01010602100162;COT MESJID;Lueng Bata;Peralihan Hak - Pembagian Hak Bersama;01010602.02401;GS.02089/1997;;2519/2014;
1481;2131;11/04/2014;01010608102392;LAM DOM;Lueng Bata;Peralihan Hak - Jual Beli;01010608.02426;SU.00109/2014;;2521/2014;
1482;2132;11/04/2014;01010504100073;GAMPONG PANDE;Kuta Raja;Peralihan Hak - Pembagian Hak Bersama;01010504.00747;GS.00711/1996;;2522/2014;
1483;2133;11/04/2014;01010306110119;DEAH BARO;Meuraxa;Peralihan Hak - Jual Beli;01010306.00193;SU.00144/2005;;2532/2014;
1484;2134;11/04/2014;01010710102191;LAMLAGANG;Banda Raya;Roya;01010710.02189;SU.00008/2009;;2526/2014;
1485;2135;11/04/2014;01010902102032;LAMTEH;Ulee Kareng;Roya;01010902.02027;SU.00028/2006;;2527/2014;
1486;2136;11/04/2014;01010710400004;LAMLAGANG;Banda Raya;Ganti Nama;01010710.02463;PLL.00333/1980;;2533/2014;
1487;2137;11/04/2014;01010503100302;GAMPONG JAWA;Kuta Raja;Peralihan Hak - Jual Beli;01010503.00046;PLL.00005/2000;;2531/2014;
1488;2138;11/04/2014;01010109110951;LAMPULO;Kuta Alam;Peralihan Hak - Jual Beli;01010109.00602;SU.00951/2006;;2530/2014;
1489;2139;11/04/2014;01010409110580;RUKOH;Syah Kuala;Peralihan Hak - Jual Beli;01010409.02275;SU.00115/2014;;2529/2014;
1490;2140;11/04/2014;01010709100011;GEUCEU KOMPLEK;Banda Raya;Peralihan Hak - Jual Beli;01010709.02228;GS.00216/1979;;2523/2014;
1491;2141;11/04/2014;01010201102266;ATEUK PAHLAWAN;Baiturrahman;Peralihan Hak - Jual Beli;01010201.00067;SU.00028/2000;;2524/2014;
1492;2142;14/04/2014;01010301100330;PUNGE JURONG;Meuraxa;Roya;01010301.02176;SU.00057/1998;;2544/2014;
1493;2143;14/04/2014;01010505100530;MERDUATI;Kuta Raja;Peralihan Hak - Pewarisan;01010505.00173;SU.00005/2002;;2543/2014;
1494;2144;14/04/2014;01010205302008;SUKARAMAI;Baiturrahman;Peralihan Hak - Jual Beli;01010205.02130;PLL.00140/1977;;2549/2014;
1495;2145;14/04/2014;01010205302009;SUKARAMAI;Baiturrahman;Peralihan Hak - Jual Beli;01010205.00835;SU.00025/2006;;2550/2014;
1496;2146;14/04/2014;01010205302010;SUKARAMAI;Baiturrahman;Peralihan Hak - Jual Beli;01010205.00836;SU.00026/2006;;2548/2014;
1497;2147;14/04/2014;01010205302011;SUKARAMAI;Baiturrahman;Peralihan Hak - Jual Beli;01010205.00815;SU.00006/2007;;2547/2014;
1498;2148;14/04/2014;01010205302012;SUKARAMAI;Baiturrahman;Peralihan Hak - Jual Beli;01010205.00747;SU.00007/2007;;2546/2014;
1499;2149;14/04/2014;01010504110295;GAMPONG PANDE;Kuta Raja;Peralihan Hak - Jual Beli;01010504.00754;SU.00017/2014;;2545/2014;
1500;2150;14/04/2014;01010102100121;BANDAR BARU;Kuta Alam;Peralihan Hak - Jual Beli;01010102.00082;SU.00025/2001;;2542/2014;
1501;2151;14/04/2014;01010710100878;LAMLAGANG;Banda Raya;Peralihan Hak - Jual Beli;01010710.00384;SU.00035/2004;;2541/2014;
1502;2152;14/04/2014;01010304110298;LAMBUNG;Meuraxa;Peralihan Hak - Jual Beli;01010304.00167;SU.00021/2010;;2538/2014;
1503;2153;14/04/2014;01010303110189;DEAH GLUMPANG;Meuraxa;Peralihan Hak - Jual Beli;01010303.00367;SU.00010/2013;;2535/2014;
1504;2154;14/04/2014;00448/2014;LAMLAGANG;Banda Raya;Hak Tanggungan;;;;2447/2014;
1505;2155;14/04/2014;00449/2014;COT MESJID;Lueng Bata;Hak Tanggungan;;;;2449/2014;
1506;2156;14/04/2014;00450/2014;ATEUK PAHLAWAN;Baiturrahman;Hak Tanggungan;;;;2450/2014;
1507;2157;14/04/2014;00451/2014;GEUCEU KAYEE JATOH;Banda Raya;Hak Tanggungan;;;;2457/2014;
1508;2158;14/04/2014;00452/2014;KAMPUNG BARU;Baiturrahman;Hak Tanggungan;;;;2461/2014;
1509;2159;14/04/2014;00453/2014;PEUNYEURAT;Banda Raya;Hak Tanggungan;;;;2462/2014;
1510;2160;14/04/2014;00462/2014;TIBANG;Syah Kuala;Hak Tanggungan;;;;2463/2014;
1511;2161;14/04/2014;00454/2014;SUKADAMAI;Lueng Bata;Hak Tanggungan;;;;2465/2014;
1512;2162;14/04/2014;00455/2014;LAMBARO SKEP;Kuta Alam;Hak Tanggungan;;;;2466/2014;
1513;2163;14/04/2014;00460/2014;PEUNAYONG;Kuta Alam;Hak Tanggungan;;;;2467/2014;
1514;2164;14/04/2014;00456/2014;ATEUK PAHLAWAN;Baiturrahman;Hak Tanggungan;;;;2468/2014;
1515;2165;14/04/2014;00457/2014;SEUTUI;Baiturrahman;Hak Tanggungan;;;;2469/2014;
1516;2166;14/04/2014;00458/2014;MIBO;Banda Raya;Hak Tanggungan;;;;2471/2014;
1517;2167;14/04/2014;00447/2014;IE MASEN ULEE KARENG;Ulee Kareng;Hak Tanggungan;;;;2472/2014;
1518;2168;14/04/2014;00446/2014;COT MESJID;Lueng Bata;Hak Tanggungan;;;;2473/2014;
1519;2169;14/04/2014;00461/2014;KAMPUNG BARU;Baiturrahman;Hak Tanggungan;;;;2475/2014;
1520;2170;14/04/2014;00445/2014;NEUSU ACEH;Baiturrahman;Hak Tanggungan;;;;2476/2014;
1521;2171;14/04/2014;00444/2014;PEUNITI;Baiturrahman;Hak Tanggungan;;;;2483/2014;
1522;2172;14/04/2014;00459/2014;LAMPULO;Kuta Alam;Hak Tanggungan;;;;2492/2014;
1523;2173;14/04/2014;00443/2014;COT MESJID;Lueng Bata;Hak Tanggungan;;;;2494/2014;
1524;2174;14/04/2014;00442/2014;KAMPUNG BARU;Baiturrahman;Hak Tanggungan;;;;2495/2014;
1525;2175;14/04/2014;00441/2014;BLANGCUT;Lueng Bata;Hak Tanggungan;;;;2505/2014;
1526;2176;14/04/2014;01010206110109;SEUTUI;Baiturrahman;Pemisahan Bidang;01010206.02076;SU.00009/2014;;2441/2014;
1527;2177;14/04/2014;01010107102277;PEUNAYONG;Kuta Alam;Perubahan Hak Atas Tanah;01010107.;SU.00105/1979;;2403/2014;
1528;2178;14/04/2014;01010306110341;DEAH BARO;Meuraxa;Pemisahan Bidang;01010306.00408;SU.00012/2014;;2205/2014;
1529;2179;14/04/2014;01010704102424;LAM ARA;Banda Raya;Pemisahan Bidang;01010704.02455;SU.00095/2014;;2374/2014;
1530;2180;14/04/2014;01010705102307;LHONG CUT;Banda Raya;Pemisahan Bidang;01010705.02382;SU.00105/2014;;2376/2014;
1531;2181;14/04/2014;01010108110693;MULIA;Kuta Alam;Pemisahan Bidang;01010108.02190;SU.00055/2014;;2269/2014;
1532;2182;14/04/2014;01010309110580;BLANG OI;Meuraxa;Pemisahan Bidang;01010309.01394;SU.00067/2014;;2220/2014;
1533;2183;14/04/2014;01010102102185;BANDAR BARU;Kuta Alam;Pemecahan Bidang;01010102.02145;SU.00030/2014;;1910/2014;
1534;2184;14/04/2014;01010102102186;BANDAR BARU;Kuta Alam;Pemecahan Bidang;01010102.02146;SU.00031/2014;;1911/2014;
1535;2185;14/04/2014;01010606102732;BATOH;Lueng Bata;Pemisahan Bidang;01010606.02787;SU.00217/2014;;1479/2014;
1536;2186;14/04/2014;01010606102733;BATOH;Lueng Bata;Pemisahan Bidang;01010606.02788;SU.00218/2014;;1480/2014;
1537;2187;14/04/2014;01010201102267;ATEUK PAHLAWAN;Baiturrahman;Penggabungan Bidang;01010201.02308;SU.00068/2014;;2219/2014;
1538;2188;14/04/2014;01010103102533;BEURAWE;Kuta Alam;Pemisahan Bidang;01010103.02588;SU.00156/2014;;2383/2014;
1539;2189;14/04/2014;01010801110461;LAMPOH DAYA;Jaya Baru;Pemisahan Bidang;01010801.02132;SU.00043/2014;;2223/2014;
1540;2190;14/04/2014;01010903102651;LAMBHUK;Ulee Kareng;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010903.02697;SU.00101/2014;;7164/2013;
1541;2191;14/04/2014;01010805110486;LAMTEUMEN BARAT;Jaya Baru;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010805.02049;SU.00014/2014;;544/2014;
1542;2192;14/04/2014;01010704102423;LAM ARA;Banda Raya;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010704.02446;SU.00087/2014;;7452/2013;
1543;2193;14/04/2014;01010103102534;BEURAWE;Kuta Alam;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010103.02556;SU.00128/2014;;309/2014;
1544;2194;14/04/2014;01010309110581;BLANG OI;Meuraxa;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010309.01390;SU.00063/2014;;549/2014;
1545;2195;14/04/2014;01010209102223;ATEUK MUNJENG;Baiturrahman;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010209.02246;SU.00106/2014;;284/2014;
1546;2196;14/04/2014;01010709102202;GEUCEU KOMPLEK;Banda Raya;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010709.02227;SU.00111/2014;;662/2014;
1547;2197;14/04/2014;01010806110733;LAMTEUMEN TIMUR;Jaya Baru;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010806.02265;SU.00120/2014;;765/2014;
1548;2198;14/04/2014;01010602102429;COT MESJID;Lueng Bata;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010602.02428;SU.00077/2014;;664/2014;
1549;2199;14/04/2014;01010909102230;DOY;Ulee Kareng;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010909.02260;SU.00052/2014;;775/2014;
1550;2200;14/04/2014;01010309100327;BLANG OI;Meuraxa;Sertipikat Pengganti Karena Hilang;01010309.01393;SU.00066/2014;;2438/2014;
1551;2201;14/04/2014;01010806110734;LAMTEUMEN TIMUR;Jaya Baru;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010806.02264;SU.00119/2014;;472/2014;
1552;2202;14/04/2014;01010209102224;ATEUK MUNJENG;Baiturrahman;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010209.02247;SU.00105/2014;;287/2014;
1553;2203;15/04/2014;01010405110590;LAMGUGOB;Syah Kuala;Roya;01010405.02404;SU.00138/2014;;2570/2014;
1554;2204;15/04/2014;01010405110591;LAMGUGOB;Syah Kuala;Roya;01010405.02405;SU.00139/2014;;2571/2014;
1555;2205;15/04/2014;01010204102152;KAMPUNG BARU;Baiturrahman;Roya;01010204.02239;SU.00013/2009;;2593/2014;
1556;2206;15/04/2014;01010702102090;LAMPEUOT;Banda Raya;Roya;01010702.02094;SU.00001/2011;;2592/2014;
1557;2207;15/04/2014;01010109110011;LAMPULO;Kuta Alam;Roya;01010109.00011;SU.00013/2006;;2590/2014;
1558;2208;15/04/2014;01010401100306;JEULINGKE;Syah Kuala;Roya;01010401.11365;;;2589/2014;
1559;2209;15/04/2014;01010103100491;BEURAWE;Kuta Alam;Roya;01010103.00196;SU.00026/2002;;2588/2014;
1560;2210;15/04/2014;01010903100326;LAMBHUK;Ulee Kareng;Roya;01010903.02724;SU.00009/1998;;2558/2014;
1561;2211;15/04/2014;01010102102060;BANDAR BARU;Kuta Alam;Roya;01010102.00367;SU.00013/2007;;2560/2014;
1562;2212;15/04/2014;01010104100158;KUTA ALAM;Kuta Alam;Roya;01010104.02114;GS.01077/1997;;2561/2014;
1563;2213;15/04/2014;01010602102094;COT MESJID;Lueng Bata;Roya;01010602.02093;SU.00010/2007;;2564/2014;
1564;2214;15/04/2014;01010602102095;COT MESJID;Lueng Bata;Roya;01010602.02094;SU.00011/2007;;2565/2014;
1565;2215;15/04/2014;01010805110108;LAMTEUMEN BARAT;Jaya Baru;Roya;01010805.00108;SU.00108/2006;;2554/2014;
1566;2216;15/04/2014;01010108100770;MULIA;Kuta Alam;Peralihan Hak - Jual Beli;01010108.02105;SU.00057/2002;;2603/2014;
1567;2217;15/04/2014;01010903102496;LAMBHUK;Ulee Kareng;Peralihan Hak - Jual Beli;01010903.02529;SU.00057/2011;;2604/2014;
1568;2218;15/04/2014;01010903100592;LAMBHUK;Ulee Kareng;Peralihan Hak - Jual Beli;01010903.00292;SU.00057/2003;;2606/2014;
1569;2219;15/04/2014;01010405101285;LAMGUGOB;Syah Kuala;Peralihan Hak - Jual Beli;01010405.00511;SU.00059/2002;;2607/2014;
1570;2220;15/04/2014;01010605102054;LAMSEUPEUNG;Lueng Bata;Peralihan Hak - Jual Beli;01010605.02088;SU.00015/2008;;2610/2014;
1571;2221;15/04/2014;01010402110310;TIBANG;Syah Kuala;Peralihan Hak - Jual Beli;01010402.00695;SU.00032/2014;;2608/2014;
1572;2222;15/04/2014;01010103102517;BEURAWE;Kuta Alam;Peralihan Hak - Jual Beli;01010103.02558;SU.00129/2014;;2602/2014;
1573;2223;15/04/2014;01010306110273;DEAH BARO;Meuraxa;Peralihan Hak - Jual Beli;01010306.00345;SU.00273/2006;;2598/2014;
1574;2224;15/04/2014;01010907102152;LAMGLUMPANG;Ulee Kareng;Peralihan Hak - Jual Beli;01010907.02321;SU.00008/2009;;2597/2014;
1575;2225;15/04/2014;01010704102417;LAM ARA;Banda Raya;Peralihan Hak - Jual Beli;01010704.02444;SU.00086/2014;;2596/2014;
1576;2226;15/04/2014;01010316110570;LAMPASEH ACEH;Meuraxa;Peralihan Hak - Jual Beli;01010316.01015;SU.00038/2014;;2555/2014;
1577;2227;15/04/2014;01010905102223;PANGO DEAH;Ulee Kareng;Peralihan Hak - Jual Beli;01010905.02227;SU.00047/2013;;2578/2014;
1578;2228;15/04/2014;01010402110001;TIBANG;Syah Kuala;Peralihan Hak - Jual Beli;01010402.00578;SU.00001/2006;;2582/2014;
1579;2229;15/04/2014;01010201102263;ATEUK PAHLAWAN;Baiturrahman;Peralihan Hak - Jual Beli;01010201.02302;SU.00065/2014;;2594/2014;
1580;2230;15/04/2014;01010808110231;GEUCEU MEUNARA;Jaya Baru;Peralihan Hak - Hibah;01010808.02049;SU.00011/2013;;2551/2014;
1581;2231;15/04/2014;01010103102267;BEURAWE;Kuta Alam;Peralihan Hak - Jual Beli;01010103.02273;SU.00011/2010;;2552/2014;
1582;2232;15/04/2014;01010111100371;LAMBARO SKEP;Kuta Alam;Peralihan Hak - Jual Beli;01010111.02109;GS.00440/1997;;2605/2014;
1583;2233;15/04/2014;01010108110640;MULIA;Kuta Alam;Peralihan Hak - Jual Beli;01010108.02094;SU.00021/2011;;2553/2014;
1584;2234;15/04/2014;01010111100530;LAMBARO SKEP;Kuta Alam;Peralihan Hak - Penetapan atau Putusan Pengadilan;01010111.00134;SU.00058/2014;;2615/2014;
1585;2235;15/04/2014;01010105102202;KEURAMAT;Kuta Alam;Peralihan Hak - Pembagian Hak Bersama;01010105.02176;SU.00032/2014;;2611/2014;
1586;2236;15/04/2014;01010105102206;KEURAMAT;Kuta Alam;Peralihan Hak - Pembagian Hak Bersama;01010105.02180;SU.00036/2014;;2612/2014;
1587;2237;15/04/2014;01010105102204;KEURAMAT;Kuta Alam;Peralihan Hak - Pembagian Hak Bersama;01010105.02178;SU.00034/2014;;2614/2014;
1588;2238;15/04/2014;01010105102201;KEURAMAT;Kuta Alam;Peralihan Hak - Pembagian Hak Bersama;01010105.02175;SU.00031/2014;;2613/2014;
1589;2239;15/04/2014;01010105102203;KEURAMAT;Kuta Alam;Peralihan Hak - Pembagian Hak Bersama;01010105.02177;SU.00033/2014;;2609/2014;
1590;2240;15/04/2014;01010606102391;BATOH;Lueng Bata;Peralihan Hak - Pembagian Hak Bersama;01010606.02790;SU.00009/2010;;2601/2014;
1591;2241;15/04/2014;01010110110526;LAMDINGIN;Kuta Alam;Pendaftaran Tanah Pertama Kali Pengakuan/Penegasan Hak;01010110.02069;SU.00035/2014;;5855/2013;
1592;2242;16/04/2014;01010309100403;BLANG OI;Meuraxa;Roya;01010309.00241;SU.00032/2002;;2623/2014;
1593;2243;16/04/2014;01010606100464;BATOH;Lueng Bata;Roya;01010606.02794;SU.00036/1999;;2618/2014;
1594;2244;16/04/2014;01010901100173;CEURIH;Ulee Kareng;Roya;01010901.02412;SU.00011/1998;;2621/2014;
1595;2245;16/04/2014;01010809100167;PUNGE BLANG CUT;Jaya Baru;Roya;01010809.02265;GS.00993/1994;;2633/2014;
1596;2246;16/04/2014;01010506110212;LAMPASEH KOTA;Kuta Raja;Roya;01010506.00625;SU.00212/2006;;2616/2014;
1597;2247;16/04/2014;01010909102105;DOY;Ulee Kareng;Peralihan Hak - Lelang;01010909.02112;SU.00010/2009;;2617/2014;
